# sum atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
2.100e+01     4.810e+01     2.364e+02     7.890e+05     2.120e+05     3.630e+02     3.014e+00     4.681e+00     1.154e+00     1.994e-01     6.503e-03     1.960e-02     1.638e-03     5.394e-05     4.179e-05     5.820e-06     7.097e-04     4.561e-04     3.883e-04     1.619e-04     1.574e-05     1.177e-04     3.434e-04     7.650e-05     6.753e-05     1.385e-05     1.047e-04     1.612e-05     5.344e-11     2.743e-05     1.805e-04     5.007e-05     2.811e-06
2.000e+01     5.670e+01     2.359e+02     7.890e+05     2.120e+05     3.630e+02     2.319e+00     4.514e+00     1.207e+00     2.098e-01     5.702e-03     2.120e-02     1.349e-03     4.435e-05     2.910e-05     3.956e-06     5.531e-04     3.884e-04     3.650e-04     1.626e-04     2.180e-05     1.358e-04     3.689e-04     7.740e-05     7.165e-05     1.935e-05     8.711e-05     1.293e-05     1.214e-10     4.181e-05     2.232e-04     5.475e-05     2.978e-06
1.900e+01     6.680e+01     2.353e+02     7.890e+05     2.120e+05     3.642e+02     1.785e+00     4.318e+00     1.271e+00     2.221e-01     4.761e-03     2.330e-02     1.011e-03     3.309e-05     2.029e-05     2.692e-06     4.314e-04     3.310e-04     3.375e-04     2.400e-04     3.018e-05     1.566e-04     3.963e-04     7.920e-05     7.700e-05     2.705e-05     7.254e-05     1.038e-05     2.742e-10     6.270e-05     2.619e-04     6.036e-05     3.144e-06
1.800e+01     7.810e+01     2.345e+02     7.890e+05     2.120e+05     3.652e+02     1.266e+00     4.086e+00     1.335e+00     2.318e-01     3.959e-03     2.600e-02     8.260e-04     2.628e-05     1.429e-05     1.637e-06     2.955e-04     2.852e-04     2.975e-04     3.174e-04     4.178e-05     1.740e-04     4.230e-04     8.190e-05     8.194e-05     3.609e-05     5.888e-05     8.214e-06     5.905e-10     8.874e-05     3.093e-04     6.616e-05     3.320e-06
1.700e+01     9.190e+01     2.335e+02     7.890e+05     2.120e+05     3.663e+02     8.725e-01     3.802e+00     1.412e+00     2.431e-01     3.020e-03     2.990e-02     6.317e-04     1.890e-05     9.903e-06     9.561e-07     1.950e-04     2.444e-04     2.472e-04     3.946e-04     5.785e-05     1.933e-04     4.526e-04     8.460e-05     8.738e-05     4.490e-05     4.715e-05     6.414e-06     1.255e-09     1.184e-04     3.601e-04     7.205e-05     3.484e-06
1.600e+01     1.090e+02     2.322e+02     7.890e+05     2.120e+05     3.673e+02     6.078e-01     3.359e+00     1.475e+00     2.524e-01     2.109e-03     3.490e-02     4.735e-04     1.374e-05     7.319e-06     5.199e-07     1.239e-04     2.194e-04     1.861e-04     4.717e-04     7.241e-05     2.109e-04     4.776e-04     8.730e-05     9.332e-05     5.383e-05     3.778e-05     4.931e-06     2.527e-09     1.582e-04     4.067e-04     7.799e-05     3.622e-06
1.500e+01     1.280e+02     2.307e+02     7.890e+05     2.120e+05     3.680e+02     4.442e-01     3.064e+00     1.514e+00     2.581e-01     1.349e-03     4.110e-02     3.804e-04     1.198e-05     5.938e-06     2.808e-07     7.945e-05     2.082e-04     1.343e-04     5.488e-04     8.488e-05     2.241e-04     4.946e-04     8.910e-05     1.002e-04     6.307e-05     3.100e-05     3.838e-06     4.087e-09     1.993e-04     4.567e-04     8.404e-05     3.755e-06
1.400e+01     1.520e+02     2.290e+02     7.890e+05     2.120e+05     3.684e+02     3.176e-01     3.150e+00     1.562e+00     2.653e-01     5.410e-04     4.750e-02     2.627e-04     9.769e-06     4.733e-06     1.561e-07     4.941e-05     1.969e-04     9.574e-05     5.490e-04     9.444e-05     2.390e-04     5.134e-04     9.000e-05     1.075e-04     7.213e-05     2.509e-05     3.389e-06     7.438e-09     2.445e-04     5.074e-04     9.000e-05     3.884e-06
1.300e+01     1.790e+02     2.271e+02     7.890e+05     2.120e+05     3.685e+02     2.308e-01     4.439e+00     1.617e+00     2.734e-01     3.228e-04     5.380e-02     1.581e-04     4.935e-06     3.771e-06     1.167e-07     3.144e-05     1.702e-04     7.183e-05     5.493e-04     1.000e-04     2.542e-04     5.320e-04     9.000e-05     1.153e-04     8.078e-05     2.052e-05     5.157e-06     2.377e-08     2.875e-04     5.433e-04     9.537e-05     3.941e-06
1.200e+01     2.070e+02     2.251e+02     7.890e+05     2.120e+05     3.685e+02     1.738e-01     1.292e+01     1.674e+00     2.818e-01     2.034e-04     6.000e-02     9.649e-05     1.888e-06     3.082e-06     9.016e-08     2.104e-05     1.394e-04     6.192e-05     5.495e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.235e-04     8.930e-05     1.716e-05     1.281e-05     9.857e-08     3.214e-04     5.765e-04     9.867e-05     3.988e-06
1.100e+01     2.410e+02     2.231e+02     7.890e+05     2.120e+05     3.685e+02     1.292e-01     2.201e+01     1.718e+00     2.921e-01     1.350e-04     6.470e-02     5.824e-05     7.943e-07     2.495e-06     6.880e-08     1.382e-05     1.070e-04     6.021e-05     5.498e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.317e-04     9.690e-05     1.423e-05     3.446e-05     3.614e-07     3.476e-04     5.881e-04     1.000e-04     4.023e-06
1.000e+01     2.810e+02     2.210e+02     7.890e+05     2.120e+05     3.685e+02     9.570e-02     1.718e+02     1.745e+00     3.041e-01     8.154e-05     7.324e-02     3.748e-05     4.105e-07     2.015e-06     5.236e-08     9.040e-06     6.516e-05     6.240e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.372e-04     1.024e-04     1.178e-05     7.674e-05     1.173e-06     3.704e-04     5.989e-04     1.000e-04     4.064e-06
9.000e+00     3.240e+02     2.232e+02     7.890e+05     2.120e+05     3.685e+02     7.322e-02     3.298e+02     1.768e+00     3.170e-01     5.926e-05     8.211e-02     2.035e-05     1.402e-07     1.654e-06     4.065e-08     6.099e-06     3.931e-05     6.424e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.060e-04     9.884e-06     1.535e-04     2.220e-06     3.840e-04     5.997e-04     1.000e-04     4.087e-06
8.000e+00     3.730e+02     2.265e+02     7.890e+05     2.120e+05     3.685e+02     6.397e-02     5.193e+02     1.778e+00     3.170e-01     4.121e-05     8.794e-02     1.656e-05     1.075e-07     1.360e-06     3.164e-08     4.132e-06     2.478e-05     5.164e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     8.311e-06     2.273e-04     3.923e-06     3.963e-04     6.000e-04     1.000e-04     4.103e-06
7.000e+00     4.250e+02     2.327e+02     7.890e+05     2.120e+05     3.685e+02     5.764e-02     7.926e+02     1.786e+00     3.170e-01     2.940e-05     9.328e-02     1.431e-05     8.759e-08     1.134e-06     2.509e-08     2.881e-06     1.728e-05     3.699e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     7.078e-06     3.182e-04     6.315e-06     4.068e-04     6.000e-04     1.000e-04     4.103e-06
6.000e+00     4.850e+02     2.389e+02     7.890e+05     2.120e+05     3.685e+02     5.355e-02     1.198e+03     1.793e+00     3.170e-01     2.234e-05     9.807e-02     1.457e-05     8.847e-08     9.440e-07     1.984e-08     2.000e-06     1.329e-05     1.800e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.016e-06     4.288e-04     1.091e-05     4.184e-04     6.000e-04     1.000e-04     4.103e-06
5.000e+00     5.530e+02     2.446e+02     7.890e+05     2.120e+05     3.685e+02     5.001e-02     1.821e+03     1.799e+00     3.170e-01     1.784e-05     1.024e-01     1.543e-05     7.166e-08     7.866e-07     1.571e-08     1.391e-06     1.071e-05     8.842e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     5.119e-06     5.561e-04     1.930e-05     4.309e-04     6.000e-04     1.000e-04     4.103e-06
4.000e+00     6.300e+02     2.496e+02     7.890e+05     2.120e+05     3.685e+02     4.661e-02     2.630e+03     1.805e+00     3.170e-01     1.570e-05     1.067e-01     1.816e-05     5.519e-08     6.563e-07     1.246e-08     9.704e-07     9.618e-06     3.903e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     4.360e-06     7.052e-04     3.478e-05     4.440e-04     6.000e-04     1.000e-04     4.103e-06
3.000e+00     7.140e+02     2.514e+02     7.890e+05     2.120e+05     3.685e+02     4.300e-02     3.667e+03     1.812e+00     3.170e-01     1.624e-05     1.109e-01     2.349e-05     4.206e-08     5.515e-07     9.974e-09     6.866e-07     9.654e-06     2.198e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     3.737e-06     8.612e-04     5.935e-05     4.549e-04     6.000e-04     1.000e-04     4.103e-06
2.000e+00     8.070e+02     2.531e+02     7.890e+05     2.120e+05     3.685e+02     3.813e-02     5.118e+03     1.821e+00     3.170e-01     1.929e-05     1.152e-01     3.054e-05     3.680e-08     4.652e-07     8.022e-09     4.895e-07     9.758e-06     1.416e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     3.215e-06     9.875e-04     7.529e-05     4.553e-04     6.000e-04     1.000e-04     4.103e-06
1.000e+00     9.040e+02     2.540e+02     7.890e+05     2.120e+05     3.685e+02     3.062e-02     6.455e+03     1.834e+00     3.170e-01     1.287e-06     1.195e-01     3.819e-05     4.841e-08     3.974e-07     6.556e-09     3.577e-07     9.676e-06     9.544e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     2.795e-06     9.649e-04     1.106e-04     4.553e-04     6.000e-04     1.000e-04     4.103e-06
0.000e+00     1.010e+03     2.549e+02     7.890e+05     2.120e+05     3.685e+02     1.630e-02     7.788e+03     1.856e+00     3.170e-01     1.000e-06     1.251e-01     5.863e-05     1.660e-08     3.406e-07     5.383e-09     2.633e-07     1.744e-05     7.235e-07     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     2.439e-06     5.095e-04     1.609e-04     4.553e-04     6.000e-04     1.000e-04     4.103e-06
