# ngt atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
9.000e+00     3.082e+02     2.299e+02     7.890e+05     2.120e+05     3.685e+02     6.521e-02     3.469e+02     1.761e+00     3.170e-01     2.651e-04     7.966e-02     4.585e-05     1.795e-06     3.200e-07     1.200e-06     5.090e-06     3.240e-18     4.652e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.060e-04     2.046e-06     1.580e-04     5.237e-06     7.710e-04     5.997e-04     1.000e-04     4.087e-06
8.000e+00     3.567e+02     2.362e+02     7.890e+05     2.120e+05     3.685e+02     5.872e-02     5.390e+02     1.769e+00     3.170e-01     2.389e-04     8.559e-02     3.715e-05     1.651e-06     3.100e-07     1.100e-06     3.150e-06     1.980e-18     3.739e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.364e-06     2.222e-04     8.710e-06     8.472e-04     6.000e-04     1.000e-04     4.103e-06
7.000e+00     4.109e+02     2.428e+02     7.890e+05     2.120e+05     3.685e+02     5.402e-02     8.270e+02     1.776e+00     3.170e-01     2.267e-04     9.152e-02     3.164e-05     1.474e-06     3.000e-07     1.100e-06     1.980e-06     1.210e-18     2.662e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     9.221e-07     3.026e-04     1.363e-05     9.262e-04     6.000e-04     1.000e-04     4.103e-06
6.000e+00     4.724e+02     2.502e+02     7.890e+05     2.120e+05     3.685e+02     5.067e-02     1.272e+03     1.782e+00     3.170e-01     2.350e-04     9.737e-02     2.947e-05     1.169e-06     3.000e-07     1.000e-06     1.252e-06     7.430e-19     1.509e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.269e-07     4.003e-04     2.014e-05     1.012e-03     6.000e-04     1.000e-04     4.103e-06
5.000e+00     5.398e+02     2.565e+02     7.890e+05     2.120e+05     3.685e+02     4.778e-02     1.897e+03     1.788e+00     3.170e-01     2.661e-04     1.036e-01     2.982e-05     9.038e-07     3.000e-07     9.600e-07     8.083e-07     4.580e-19     7.984e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     4.333e-07     5.159e-04     2.909e-05     1.109e-03     6.000e-04     1.000e-04     4.103e-06
4.000e+00     6.163e+02     2.632e+02     7.890e+05     2.120e+05     3.685e+02     4.501e-02     2.770e+03     1.796e+00     3.170e-01     3.277e-04     1.114e-01     3.484e-05     8.081e-07     2.900e-07     9.200e-07     5.231e-07     2.820e-19     4.458e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     3.001e-07     6.564e-04     4.346e-05     1.234e-03     6.000e-04     1.000e-04     4.103e-06
3.000e+00     6.999e+02     2.683e+02     7.890e+05     2.120e+05     3.685e+02     4.219e-02     3.845e+03     1.805e+00     3.170e-01     4.342e-04     1.216e-01     5.070e-05     9.878e-07     2.900e-07     8.800e-07     3.445e-07     1.750e-19     3.039e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     2.111e-07     8.032e-04     6.926e-05     1.404e-03     6.000e-04     1.000e-04     4.103e-06
2.000e+00     7.946e+02     2.739e+02     7.890e+05     2.120e+05     3.685e+02     3.869e-02     5.742e+03     1.819e+00     3.170e-01     5.899e-04     1.362e-01     9.985e-05     1.703e-06     2.800e-07     8.500e-07     2.271e-07     1.090e-19     2.807e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.485e-07     8.953e-04     1.269e-04     1.658e-03     6.000e-04     1.000e-04     4.103e-06
1.000e+00     8.989e+02     2.793e+02     7.890e+05     2.120e+05     3.685e+02     3.394e-02     8.269e+03     1.835e+00     3.170e-01     7.234e-04     1.553e-01     2.946e-04     3.035e-06     2.700e-07     8.300e-07     1.515e-07     6.750e-20     3.595e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     1.055e-07     7.938e-04     2.830e-04     2.020e-03     6.000e-04     1.000e-04     4.103e-06
0.000e+00     1.017e+03     2.851e+02     7.890e+05     2.120e+05     3.685e+02     2.218e-02     1.166e+04     1.864e+00     3.170e-01     1.809e-04     1.907e-01     3.045e-03     1.233e-05     2.600e-07     8.000e-07     1.010e-07     4.200e-20     6.122e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     7.500e-08     1.779e-04     1.352e-03     2.667e-03     6.000e-04     1.000e-04     4.103e-06
