# win atmospheric constituent profile.
# 
# number of sampled altitude :
121
# number of sampled gas :
30
# sampled gas :
N2 
O2 
CO2 
O3 
H2O 
CH4 
N2O 
HNO3 
CO 
NO2 
N2O5 
ClO 
HOCl 
ClONO2 
NO 
HNO4 
HCN 
NH3 
F11 
F12 
F14 
F22 
CCl4 
COF2 
H2O2 
C2H2 
C2H6 
OCS 
SO2 
SF6 
#HGT [km] PRE [mb] TEM [K] N2 [ppmv] O2 [ppmv] CO2 [ppmv] O3 [ppmv] H2O [ppmv] CH4 [ppmv] N2O [ppmv] HNO3 [ppmv] CO [ppmv] NO2 [ppmv] N2O5 [ppmv] ClO [ppmv] HOCl [ppmv] ClONO2 [ppmv] NO [ppmv] HNO4 [ppmv] HCN [ppmv] NH3 [ppmv] F11 [ppmv] F12 [ppmv] F14 [ppmv] F22 [ppmv] CCl4 [ppmv] COF2 [ppmv] H2O2 [ppmv] C2H2 [ppmv] C2H6 [ppmv] OCS [ppmv] SO2 [ppmv] SF6 [ppmv]
1.400e+01     1.520e+02     1.994e+02     7.890e+05     2.120e+05     3.684e+02     3.246e-01     2.313e+00     1.525e+00     2.250e-01     2.773e-03     4.260e-02     3.500e-05     1.744e-05     1.700e-04     3.273e-05     3.273e-05     1.718e-05     2.986e-05     5.490e-04     9.444e-05     2.031e-04     4.355e-04     9.000e-05     1.075e-04     7.213e-05     2.198e-05     1.960e-05     1.071e-06     3.257e-04     5.074e-04     9.000e-05     3.884e-06
1.300e+01     1.790e+02     2.001e+02     7.890e+05     2.120e+05     3.685e+02     2.072e-01     2.748e+00     1.607e+00     2.495e-01     1.877e-03     4.900e-02     3.000e-05     6.825e-06     6.648e-05     1.400e-05     1.400e-05     1.128e-05     3.999e-05     5.493e-04     1.000e-04     2.380e-04     4.828e-04     9.000e-05     1.153e-04     8.078e-05     1.237e-05     2.322e-05     2.474e-06     4.143e-04     5.433e-04     9.537e-05     3.941e-06
1.200e+01     2.070e+02     2.009e+02     7.890e+05     2.120e+05     3.685e+02     1.451e-01     5.663e+00     1.693e+00     2.761e-01     1.273e-03     5.520e-02     2.500e-05     3.172e-06     2.600e-05     5.500e-06     5.500e-06     7.765e-06     4.276e-05     5.495e-04     1.000e-04     2.650e-04     5.291e-04     9.000e-05     1.235e-04     8.930e-05     7.420e-06     3.499e-05     5.765e-06     5.191e-04     5.765e-04     9.867e-05     3.988e-06
1.100e+01     2.410e+02     2.017e+02     7.890e+05     2.120e+05     3.685e+02     1.056e-01     9.276e+00     1.732e+00     2.965e-01     8.197e-04     7.035e-02     2.200e-05     1.499e-06     1.200e-05     2.800e-06     2.800e-06     4.969e-06     4.104e-05     5.498e-04     1.000e-04     2.650e-04     5.433e-04     9.000e-05     1.317e-04     9.690e-05     6.452e-06     5.471e-05     1.365e-05     6.643e-04     5.881e-04     1.000e-04     4.023e-06
1.000e+01     2.810e+02     2.067e+02     7.890e+05     2.120e+05     3.685e+02     7.165e-02     4.300e+01     1.738e+00     3.068e-01     5.631e-04     8.487e-02     2.100e-05     9.465e-07     6.500e-06     1.800e-06     1.800e-06     3.086e-06     3.586e-05     5.500e-04     1.000e-04     2.650e-04     5.445e-04     9.000e-05     1.372e-04     1.024e-04     6.452e-06     7.006e-05     2.828e-05     8.448e-04     5.989e-04     1.000e-04     4.064e-06
9.000e+00     3.240e+02     2.117e+02     7.890e+05     2.120e+05     3.685e+02     5.508e-02     8.161e+01     1.740e+00     3.119e-01     3.506e-04     9.994e-02     2.000e-05     5.914e-07     4.266e-06     1.300e-06     1.300e-06     2.181e-06     3.072e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.060e-04     6.452e-06     8.381e-05     5.315e-05     1.049e-03     5.997e-04     1.000e-04     4.087e-06
8.000e+00     3.730e+02     2.167e+02     7.890e+05     2.120e+05     3.685e+02     4.187e-02     1.303e+02     1.742e+00     3.170e-01     2.890e-04     1.122e-01     2.000e-05     5.466e-07     2.800e-06     9.000e-07     9.000e-07     1.718e-06     2.304e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     8.421e-05     8.162e-05     1.236e-03     6.000e-04     1.000e-04     4.103e-06
7.000e+00     4.250e+02     2.217e+02     7.890e+05     2.120e+05     3.685e+02     3.322e-02     2.004e+02     1.743e+00     3.170e-01     2.496e-04     1.235e-01     2.000e-05     5.400e-07     2.100e-06     6.800e-07     6.800e-07     1.506e-06     1.645e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     8.215e-05     1.163e-04     1.418e-03     6.000e-04     1.000e-04     4.103e-06
6.000e+00     4.850e+02     2.267e+02     7.890e+05     2.120e+05     3.685e+02     2.840e-02     3.041e+02     1.743e+00     3.170e-01     2.467e-04     1.335e-01     2.000e-05     5.993e-07     1.600e-06     5.700e-07     5.700e-07     1.377e-06     1.050e-05     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     7.663e-05     1.555e-04     1.595e-03     6.000e-04     1.000e-04     4.103e-06
5.000e+00     5.530e+02     2.317e+02     7.890e+05     2.120e+05     3.685e+02     2.497e-02     4.510e+02     1.743e+00     3.170e-01     2.685e-04     1.424e-01     2.000e-05     6.215e-07     1.380e-06     4.700e-07     4.700e-07     1.263e-06     5.242e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     7.171e-05     1.989e-04     1.774e-03     6.000e-04     1.000e-04     4.103e-06
4.000e+00     6.300e+02     2.367e+02     7.890e+05     2.120e+05     3.685e+02     2.239e-02     6.336e+02     1.744e+00     3.170e-01     3.103e-04     1.523e-01     2.000e-05     5.787e-07     1.260e-06     4.300e-07     4.300e-07     1.186e-06     2.476e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     6.759e-05     2.561e-04     1.993e-03     6.000e-04     1.000e-04     4.103e-06
3.000e+00     7.140e+02     2.417e+02     7.890e+05     2.120e+05     3.685e+02     1.993e-02     8.597e+02     1.743e+00     3.170e-01     3.801e-04     1.638e-01     2.000e-05     4.522e-07     1.180e-06     4.000e-07     4.000e-07     1.197e-06     1.348e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     6.469e-05     3.337e-04     2.281e-03     6.000e-04     1.000e-04     4.103e-06
2.000e+00     8.070e+02     2.467e+02     7.890e+05     2.120e+05     3.685e+02     1.487e-02     1.199e+03     1.743e+00     3.170e-01     4.927e-04     1.780e-01     3.554e-05     3.634e-07     1.110e-06     3.700e-07     3.700e-07     1.993e-06     1.156e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     6.289e-05     4.431e-04     2.697e-03     6.000e-04     1.000e-04     4.103e-06
1.000e+00     9.040e+02     2.517e+02     7.890e+05     2.120e+05     3.685e+02     1.000e-02     1.598e+03     1.743e+00     3.170e-01     6.018e-04     1.924e-01     6.062e-05     6.180e-07     1.070e-06     3.500e-07     3.500e-07     3.436e-06     1.728e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     5.796e-05     5.657e-04     3.232e-03     6.000e-04     1.000e-04     4.103e-06
0.000e+00     1.010e+03     2.567e+02     7.890e+05     2.120e+05     3.685e+02     1.000e-02     2.103e+03     1.743e+00     3.170e-01     4.564e-04     1.969e-01     1.127e-04     6.787e-07     1.000e-06     3.400e-07     3.400e-07     5.850e-06     2.604e-06     5.500e-04     1.000e-04     2.650e-04     5.450e-04     9.000e-05     1.400e-04     1.075e-04     6.452e-06     4.113e-05     6.299e-04     3.509e-03     6.000e-04     1.000e-04     4.103e-06
