# 
# Monochromatic solar spectrum 
# Integrated value (W m-2) : 
1373.097
# Number of sampled values :
54154
# 
# lambda (microns)         Spectr. (W m-2 microns-1) 
3.74840693e-01  1.3124037e+03
3.74854744e-01  1.0667818e+03
3.74868796e-01  7.6213321e+02
3.74882849e-01  6.9668411e+02
3.74896903e-01  6.1203426e+02
3.74910959e-01  3.9193721e+02
3.74925015e-01  2.1306298e+02
3.74939072e-01  1.9803768e+02
3.74953131e-01  3.2954015e+02
3.74967190e-01  4.8015513e+02
3.74981251e-01  5.1752730e+02
3.74995313e-01  3.6566247e+02
3.75009375e-01  2.5470726e+02
3.75023439e-01  2.8661306e+02
3.75037504e-01  2.2601701e+02
3.75051570e-01  1.2377040e+02
3.75065636e-01  1.7345039e+02
3.75079704e-01  3.0806459e+02
3.75093773e-01  4.3391629e+02
3.75107844e-01  5.4418474e+02
3.75121915e-01  6.1058959e+02
3.75135987e-01  6.7591858e+02
3.75150060e-01  7.9580742e+02
3.75164134e-01  8.5969172e+02
3.75178210e-01  8.2197412e+02
3.75192286e-01  8.4961736e+02
3.75206363e-01  9.5752363e+02
3.75220442e-01  1.0895631e+03
3.75234522e-01  1.1789694e+03
3.75248602e-01  1.0574419e+03
3.75262684e-01  1.0396097e+03
3.75276767e-01  1.1538517e+03
3.75290850e-01  1.2410963e+03
3.75304935e-01  1.4788384e+03
3.75319021e-01  1.4787274e+03
3.75333108e-01  1.0392196e+03
3.75347196e-01  8.1697538e+02
3.75361285e-01  1.2257260e+03
3.75375375e-01  1.3810560e+03
3.75389467e-01  1.1772867e+03
3.75403559e-01  1.2751207e+03
3.75417652e-01  1.3459780e+03
3.75431747e-01  1.3302684e+03
3.75445842e-01  1.2046006e+03
3.75459938e-01  9.3140275e+02
3.75474036e-01  1.0512073e+03
3.75488135e-01  1.5312997e+03
3.75502234e-01  1.7297636e+03
3.75516335e-01  1.4963211e+03
3.75530437e-01  1.3472969e+03
3.75544540e-01  1.2954351e+03
3.75558643e-01  1.1982051e+03
3.75572748e-01  1.5951237e+03
3.75586854e-01  2.0472761e+03
3.75600962e-01  2.0783112e+03
3.75615070e-01  1.9916834e+03
3.75629179e-01  1.7746621e+03
3.75643289e-01  1.5052313e+03
3.75657400e-01  1.4505541e+03
3.75671513e-01  1.6686851e+03
3.75685626e-01  1.9144154e+03
3.75699741e-01  1.7130676e+03
3.75713856e-01  1.3998210e+03
3.75727973e-01  1.6440994e+03
3.75742091e-01  1.8784248e+03
3.75756209e-01  1.8818250e+03
3.75770329e-01  1.8646868e+03
3.75784450e-01  1.4502816e+03
3.75798572e-01  9.4742723e+02
3.75812695e-01  9.9621071e+02
3.75826819e-01  1.2078235e+03
3.75840944e-01  1.0831366e+03
3.75855070e-01  8.0485869e+02
3.75869198e-01  6.3952081e+02
3.75883326e-01  5.6282094e+02
3.75897455e-01  4.5541757e+02
3.75911586e-01  2.7683910e+02
3.75925717e-01  1.4300863e+02
3.75939850e-01  2.0554618e+02
3.75953983e-01  4.1367923e+02
3.75968118e-01  6.8226826e+02
3.75982254e-01  9.4508695e+02
3.75996390e-01  1.0758751e+03
3.76010528e-01  8.7492271e+02
3.76024667e-01  4.5256341e+02
3.76038807e-01  3.8379074e+02
3.76052948e-01  7.0260880e+02
3.76067090e-01  1.0698140e+03
3.76081234e-01  1.4105211e+03
3.76095378e-01  1.2471038e+03
3.76109523e-01  8.8718679e+02
3.76123669e-01  1.1267485e+03
3.76137817e-01  1.3273993e+03
3.76151965e-01  1.1117370e+03
3.76166115e-01  1.1738437e+03
3.76180266e-01  1.5779626e+03
3.76194417e-01  1.7078588e+03
3.76208570e-01  1.5070702e+03
3.76222724e-01  1.0653966e+03
3.76236879e-01  5.8790207e+02
3.76251035e-01  7.6643324e+02
3.76265192e-01  1.2064235e+03
3.76279350e-01  1.1378232e+03
3.76293509e-01  1.1907048e+03
3.76307669e-01  1.4674368e+03
3.76321830e-01  1.3289260e+03
3.76335993e-01  1.1318321e+03
3.76350156e-01  1.0540849e+03
3.76364321e-01  1.0857740e+03
3.76378486e-01  1.3045249e+03
3.76392653e-01  1.4067762e+03
3.76406820e-01  1.3678510e+03
3.76420989e-01  1.3056419e+03
3.76435159e-01  1.1587581e+03
3.76449330e-01  8.2842852e+02
3.76463502e-01  4.4776930e+02
3.76477675e-01  2.1660073e+02
3.76491849e-01  2.1482071e+02
3.76506024e-01  3.2710956e+02
3.76520200e-01  4.2449797e+02
3.76534378e-01  7.6034290e+02
3.76548556e-01  1.2772517e+03
3.76562735e-01  1.5536022e+03
3.76576916e-01  1.6895826e+03
3.76591097e-01  1.8029788e+03
3.76605280e-01  1.7732304e+03
3.76619464e-01  1.6955459e+03
3.76633648e-01  1.4698324e+03
3.76647834e-01  9.2765169e+02
3.76662021e-01  5.2779123e+02
3.76676209e-01  8.6901384e+02
3.76690398e-01  1.5123789e+03
3.76704588e-01  1.5383385e+03
3.76718779e-01  1.2457983e+03
3.76732972e-01  1.2619098e+03
3.76747165e-01  1.3505856e+03
3.76761359e-01  1.1750689e+03
3.76775555e-01  8.6080696e+02
3.76789751e-01  7.1845903e+02
3.76803949e-01  5.5521429e+02
3.76818148e-01  2.8367812e+02
3.76832347e-01  2.5295308e+02
3.76846548e-01  4.5164777e+02
3.76860750e-01  7.1255550e+02
3.76874953e-01  1.0976189e+03
3.76889157e-01  1.2953602e+03
3.76903362e-01  1.0636640e+03
3.76917568e-01  8.3059487e+02
3.76931775e-01  9.4103528e+02
3.76945984e-01  1.2787825e+03
3.76960193e-01  1.4440638e+03
3.76974403e-01  1.4376218e+03
3.76988615e-01  1.5444649e+03
3.77002828e-01  1.6984316e+03
3.77017041e-01  1.7327761e+03
3.77031256e-01  1.5919515e+03
3.77045472e-01  1.3709587e+03
3.77059689e-01  1.2716811e+03
3.77073906e-01  1.1871880e+03
3.77088125e-01  9.5150721e+02
3.77102346e-01  8.4384519e+02
3.77116567e-01  8.3745319e+02
3.77130789e-01  6.3271812e+02
3.77145012e-01  5.4584431e+02
3.77159237e-01  6.7789537e+02
3.77173462e-01  7.6339194e+02
3.77187689e-01  8.3854317e+02
3.77201916e-01  9.6007004e+02
3.77216145e-01  1.1736428e+03
3.77230375e-01  1.3274515e+03
3.77244605e-01  1.1903299e+03
3.77258837e-01  8.9513922e+02
3.77273070e-01  9.2106670e+02
3.77287304e-01  1.3565565e+03
3.77301539e-01  1.5580608e+03
3.77315776e-01  1.3345771e+03
3.77330013e-01  1.3112987e+03
3.77344251e-01  1.3596586e+03
3.77358491e-01  1.2654545e+03
3.77372731e-01  1.5932850e+03
3.77386973e-01  1.8922781e+03
3.77401215e-01  1.7973530e+03
3.77415459e-01  1.8196825e+03
3.77429704e-01  1.7367110e+03
3.77443950e-01  1.4930094e+03
3.77458197e-01  1.3805961e+03
3.77472445e-01  1.3657535e+03
3.77486694e-01  1.6723253e+03
3.77500944e-01  1.9213096e+03
3.77515195e-01  1.8355612e+03
3.77529447e-01  1.5786318e+03
3.77543701e-01  1.2368523e+03
3.77557955e-01  1.1701157e+03
3.77572211e-01  1.0606003e+03
3.77586467e-01  1.0836665e+03
3.77600725e-01  1.6355465e+03
3.77614984e-01  1.9790582e+03
3.77629244e-01  1.8688136e+03
3.77643505e-01  1.5068582e+03
3.77657767e-01  1.0587175e+03
3.77672030e-01  1.0193768e+03
3.77686294e-01  1.1735268e+03
3.77700559e-01  1.1222667e+03
3.77714825e-01  1.3100300e+03
3.77729093e-01  1.6820944e+03
3.77743361e-01  1.3960329e+03
3.77757631e-01  1.0868893e+03
3.77771901e-01  1.5450740e+03
3.77786173e-01  1.9982849e+03
3.77800446e-01  1.8327904e+03
3.77814720e-01  1.5286111e+03
3.77828995e-01  1.4766584e+03
3.77843271e-01  1.2250856e+03
3.77857548e-01  1.2796239e+03
3.77871826e-01  1.7676665e+03
3.77886105e-01  1.8795794e+03
3.77900385e-01  1.5573281e+03
3.77914667e-01  1.3926670e+03
3.77928949e-01  1.4170664e+03
3.77943233e-01  1.0424172e+03
3.77957518e-01  7.7772862e+02
3.77971803e-01  1.0268602e+03
3.77986090e-01  1.5860186e+03
3.78000378e-01  2.1877843e+03
3.78014667e-01  2.2925910e+03
3.78028957e-01  1.8417715e+03
3.78043248e-01  1.1251310e+03
3.78057540e-01  7.8571302e+02
3.78071834e-01  1.1928223e+03
3.78086128e-01  1.7873492e+03
3.78100423e-01  2.2055131e+03
3.78114720e-01  2.3312462e+03
3.78129018e-01  2.1184551e+03
3.78143316e-01  1.8735266e+03
3.78157616e-01  1.9076499e+03
3.78171917e-01  1.9634442e+03
3.78186219e-01  1.8919794e+03
3.78200522e-01  1.9981035e+03
3.78214826e-01  1.8015127e+03
3.78229131e-01  1.4658465e+03
3.78243437e-01  1.6481662e+03
3.78257745e-01  1.6648155e+03
3.78272053e-01  1.6101783e+03
3.78286363e-01  1.6911183e+03
3.78300673e-01  1.5603229e+03
3.78314985e-01  1.4742644e+03
3.78329298e-01  1.3979999e+03
3.78343612e-01  1.3496909e+03
3.78357927e-01  1.2909110e+03
3.78372243e-01  1.5380795e+03
3.78386560e-01  2.1288426e+03
3.78400878e-01  2.3242297e+03
3.78415197e-01  2.1236321e+03
3.78429518e-01  1.6367698e+03
3.78443839e-01  8.8744750e+02
3.78458161e-01  6.8072056e+02
3.78472485e-01  1.1428259e+03
3.78486810e-01  1.5238852e+03
3.78501136e-01  1.8979066e+03
3.78515462e-01  2.1455400e+03
3.78529790e-01  2.0469722e+03
3.78544119e-01  1.8032648e+03
3.78558449e-01  1.6258858e+03
3.78572781e-01  1.8588119e+03
3.78587113e-01  2.0917028e+03
3.78601446e-01  2.0545691e+03
3.78615781e-01  2.0320906e+03
3.78630116e-01  1.8666195e+03
3.78644453e-01  1.6614167e+03
3.78658791e-01  1.5748089e+03
3.78673129e-01  1.2643544e+03
3.78687469e-01  7.9216648e+02
3.78701810e-01  4.7644926e+02
3.78716152e-01  3.8124210e+02
3.78730495e-01  6.1051283e+02
3.78744840e-01  1.2227457e+03
3.78759185e-01  1.4164373e+03
3.78773531e-01  1.1159175e+03
3.78787879e-01  1.2148013e+03
3.78802227e-01  1.2648866e+03
3.78816577e-01  9.7211189e+02
3.78830928e-01  1.0006071e+03
3.78845280e-01  1.3823497e+03
3.78859633e-01  1.4540046e+03
3.78873987e-01  1.0066495e+03
3.78888342e-01  4.9102661e+02
3.78902698e-01  4.6647127e+02
3.78917055e-01  1.0022417e+03
3.78931413e-01  1.3733641e+03
3.78945773e-01  1.3767419e+03
3.78960133e-01  1.3244131e+03
3.78974495e-01  1.1084678e+03
3.78988858e-01  8.6958002e+02
3.79003222e-01  7.7622757e+02
3.79017586e-01  7.3857850e+02
3.79031952e-01  1.0287807e+03
3.79046319e-01  1.4477006e+03
3.79060688e-01  1.3668599e+03
3.79075057e-01  1.0111491e+03
3.79089427e-01  8.1066716e+02
3.79103799e-01  6.7283752e+02
3.79118171e-01  5.4873497e+02
3.79132545e-01  8.2230957e+02
3.79146919e-01  1.1672850e+03
3.79161295e-01  9.6338921e+02
3.79175672e-01  6.5908909e+02
3.79190050e-01  9.2151416e+02
3.79204429e-01  1.5508081e+03
3.79218809e-01  1.6195328e+03
3.79233190e-01  1.1806604e+03
3.79247573e-01  9.9145705e+02
3.79261956e-01  1.0685511e+03
3.79276341e-01  1.3653059e+03
3.79290726e-01  1.7628071e+03
3.79305113e-01  1.6313070e+03
3.79319501e-01  1.0258315e+03
3.79333890e-01  8.5687957e+02
3.79348280e-01  1.1778594e+03
3.79362671e-01  1.4689121e+03
3.79377063e-01  1.4368399e+03
3.79391456e-01  1.2310867e+03
3.79405850e-01  1.3268607e+03
3.79420246e-01  1.2399301e+03
3.79434642e-01  7.9738476e+02
3.79449040e-01  5.4979257e+02
3.79463439e-01  5.8454433e+02
3.79477838e-01  7.4026015e+02
3.79492239e-01  9.6587590e+02
3.79506641e-01  1.4337760e+03
3.79521044e-01  1.4246416e+03
3.79535449e-01  8.3861426e+02
3.79549854e-01  7.8926493e+02
3.79564260e-01  1.0668497e+03
3.79578668e-01  9.6751828e+02
3.79593076e-01  5.5957731e+02
3.79607486e-01  3.2324361e+02
3.79621897e-01  5.6358636e+02
3.79636308e-01  9.8110147e+02
3.79650721e-01  1.2738087e+03
3.79665135e-01  1.3944233e+03
3.79679550e-01  1.3520023e+03
3.79693967e-01  1.1854266e+03
3.79708384e-01  1.0362158e+03
3.79722802e-01  1.1096516e+03
3.79737222e-01  1.3294003e+03
3.79751642e-01  1.4749190e+03
3.79766064e-01  1.5053154e+03
3.79780487e-01  1.3117644e+03
3.79794911e-01  1.0551553e+03
3.79809336e-01  9.3861479e+02
3.79823762e-01  8.5120488e+02
3.79838189e-01  7.9846379e+02
3.79852617e-01  6.9790968e+02
3.79867047e-01  6.0838964e+02
3.79881477e-01  5.6752849e+02
3.79895909e-01  5.2902940e+02
3.79910341e-01  6.4275480e+02
3.79924775e-01  7.3990510e+02
3.79939210e-01  5.6222973e+02
3.79953646e-01  3.4897710e+02
3.79968083e-01  5.2141723e+02
3.79982521e-01  9.3914457e+02
3.79996960e-01  1.2077756e+03
3.80011400e-01  1.1564403e+03
3.80025842e-01  8.5029986e+02
3.80040284e-01  5.6179224e+02
3.80054728e-01  3.4982998e+02
3.80069173e-01  3.4634204e+02
3.80083618e-01  6.6729632e+02
3.80098065e-01  9.5726209e+02
3.80112513e-01  1.1842017e+03
3.80126962e-01  1.4844649e+03
3.80141413e-01  1.6642736e+03
3.80155864e-01  1.7243469e+03
3.80170316e-01  1.6183551e+03
3.80184770e-01  1.5525065e+03
3.80199224e-01  1.7709957e+03
3.80213680e-01  1.8725472e+03
3.80228137e-01  1.5549191e+03
3.80242595e-01  1.1474264e+03
3.80257054e-01  9.4608801e+02
3.80271514e-01  7.1296971e+02
3.80285975e-01  5.0830667e+02
3.80300437e-01  6.6425394e+02
3.80314901e-01  1.0930630e+03
3.80329365e-01  1.4040747e+03
3.80343831e-01  1.6431470e+03
3.80358298e-01  1.8642114e+03
3.80372765e-01  1.7251456e+03
3.80387234e-01  1.5149165e+03
3.80401704e-01  1.4173619e+03
3.80416175e-01  1.1000821e+03
3.80430647e-01  1.1393828e+03
3.80445121e-01  1.5973636e+03
3.80459595e-01  1.8114052e+03
3.80474071e-01  2.0039995e+03
3.80488547e-01  1.9271744e+03
3.80503025e-01  1.4207513e+03
3.80517504e-01  1.3681547e+03
3.80531984e-01  1.8169313e+03
3.80546465e-01  2.0453596e+03
3.80560947e-01  1.7303447e+03
3.80575430e-01  1.2227483e+03
3.80589914e-01  1.3869646e+03
3.80604400e-01  1.8735368e+03
3.80618886e-01  1.6725255e+03
3.80633374e-01  1.0401585e+03
3.80647863e-01  8.8272160e+02
3.80662352e-01  1.4237029e+03
3.80676843e-01  1.8183091e+03
3.80691335e-01  1.6146183e+03
3.80705829e-01  1.3247142e+03
3.80720323e-01  1.1342001e+03
3.80734818e-01  9.4509481e+02
3.80749315e-01  9.4364325e+02
3.80763812e-01  8.6838917e+02
3.80778311e-01  6.6107040e+02
3.80792811e-01  8.9584252e+02
3.80807312e-01  9.8404151e+02
3.80821813e-01  7.6262580e+02
3.80836317e-01  9.0804854e+02
3.80850821e-01  8.5558269e+02
3.80865326e-01  7.8726915e+02
3.80879832e-01  1.2704260e+03
3.80894340e-01  1.6273724e+03
3.80908849e-01  1.4701063e+03
3.80923358e-01  1.0999113e+03
3.80937869e-01  1.1239466e+03
3.80952381e-01  1.5455672e+03
3.80966894e-01  1.4462320e+03
3.80981408e-01  1.2222106e+03
3.80995923e-01  1.4253445e+03
3.81010440e-01  1.4025037e+03
3.81024957e-01  1.5945721e+03
3.81039476e-01  1.7893661e+03
3.81053995e-01  1.2396511e+03
3.81068516e-01  8.4978492e+02
3.81083038e-01  1.0852180e+03
3.81097561e-01  1.4872412e+03
3.81112085e-01  1.9050383e+03
3.81126610e-01  2.2091804e+03
3.81141137e-01  2.1566951e+03
3.81155664e-01  1.7848337e+03
3.81170192e-01  1.2567906e+03
3.81184722e-01  1.1004682e+03
3.81199253e-01  1.2297603e+03
3.81213785e-01  1.2028300e+03
3.81228318e-01  1.1951695e+03
3.81242852e-01  1.0836203e+03
3.81257387e-01  1.2548398e+03
3.81271923e-01  1.4274091e+03
3.81286461e-01  9.7331557e+02
3.81300999e-01  7.3732490e+02
3.81315539e-01  1.1506068e+03
3.81330079e-01  1.5968352e+03
3.81344621e-01  1.6372845e+03
3.81359164e-01  1.5890281e+03
3.81373708e-01  1.5400915e+03
3.81388253e-01  1.0167953e+03
3.81402799e-01  4.1720488e+02
3.81417347e-01  3.8754683e+02
3.81431895e-01  5.4656568e+02
3.81446445e-01  6.5532020e+02
3.81460996e-01  8.6453059e+02
3.81475547e-01  1.0651194e+03
3.81490100e-01  1.0093813e+03
3.81504654e-01  8.9731204e+02
3.81519209e-01  1.2057140e+03
3.81533766e-01  1.4694162e+03
3.81548323e-01  1.0681477e+03
3.81562882e-01  6.6226970e+02
3.81577441e-01  7.3831736e+02
3.81592002e-01  8.9209401e+02
3.81606564e-01  1.1584663e+03
3.81621127e-01  1.3884055e+03
3.81635691e-01  1.1733946e+03
3.81650256e-01  7.5725892e+02
3.81664822e-01  4.9660860e+02
3.81679389e-01  3.0285733e+02
3.81693958e-01  1.9596366e+02
3.81708527e-01  2.8578998e+02
3.81723098e-01  3.4890618e+02
3.81737670e-01  4.2361004e+02
3.81752243e-01  7.5342347e+02
3.81766817e-01  1.1355379e+03
3.81781392e-01  1.1971978e+03
3.81795968e-01  1.1381086e+03
3.81810546e-01  1.3760528e+03
3.81825124e-01  1.7202776e+03
3.81839704e-01  1.7640415e+03
3.81854284e-01  1.4059133e+03
3.81868866e-01  9.5251921e+02
3.81883449e-01  9.9016032e+02
3.81898033e-01  1.4151903e+03
3.81912618e-01  1.5192937e+03
3.81927205e-01  1.2175359e+03
3.81941792e-01  1.0940534e+03
3.81956381e-01  1.3290774e+03
3.81970970e-01  1.5674924e+03
3.81985561e-01  1.6736004e+03
3.82000153e-01  1.5302474e+03
3.82014746e-01  1.1169336e+03
3.82029340e-01  8.8320086e+02
3.82043935e-01  8.1050953e+02
3.82058531e-01  6.3075157e+02
3.82073129e-01  5.8261455e+02
3.82087727e-01  6.4360118e+02
3.82102327e-01  5.5088215e+02
3.82116928e-01  3.8181441e+02
3.82131530e-01  2.3859009e+02
3.82146133e-01  1.3366598e+02
3.82160737e-01  1.5652514e+02
3.82175342e-01  2.6900274e+02
3.82189948e-01  4.1446121e+02
3.82204556e-01  5.2847638e+02
3.82219164e-01  5.3596551e+02
3.82233774e-01  6.9403255e+02
3.82248385e-01  9.8074222e+02
3.82262997e-01  1.0005133e+03
3.82277610e-01  7.1919224e+02
3.82292224e-01  4.8533212e+02
3.82306839e-01  7.2250321e+02
3.82321456e-01  1.0446762e+03
3.82336073e-01  1.1690996e+03
3.82350692e-01  1.4638279e+03
3.82365312e-01  1.5095426e+03
3.82379933e-01  1.1045423e+03
3.82394555e-01  8.6168225e+02
3.82409178e-01  1.0599249e+03
3.82423802e-01  1.4639520e+03
3.82438427e-01  1.5315281e+03
3.82453054e-01  1.2381184e+03
3.82467681e-01  1.0637023e+03
3.82482310e-01  8.7905948e+02
3.82496940e-01  6.8118481e+02
3.82511571e-01  7.0532706e+02
3.82526203e-01  5.9401490e+02
3.82540836e-01  2.7552748e+02
3.82555471e-01  2.1052461e+02
3.82570106e-01  4.9098152e+02
3.82584743e-01  7.2486994e+02
3.82599380e-01  8.1430618e+02
3.82614019e-01  8.3063804e+02
3.82628659e-01  6.5817563e+02
3.82643300e-01  4.9919444e+02
3.82657942e-01  4.5763386e+02
3.82672585e-01  3.3447532e+02
3.82687230e-01  1.7903781e+02
3.82701875e-01  1.6113535e+02
3.82716522e-01  2.9916994e+02
3.82731170e-01  4.8619927e+02
3.82745819e-01  6.8739847e+02
3.82760468e-01  7.0304491e+02
3.82775120e-01  4.5912826e+02
3.82789772e-01  4.5267796e+02
3.82804425e-01  8.2298782e+02
3.82819080e-01  1.1572807e+03
3.82833735e-01  1.1646974e+03
3.82848392e-01  8.8351945e+02
3.82863050e-01  5.7332270e+02
3.82877709e-01  3.2647695e+02
3.82892369e-01  2.2986692e+02
3.82907030e-01  3.3120127e+02
3.82921693e-01  5.3263671e+02
3.82936356e-01  7.6241003e+02
3.82951021e-01  8.1281141e+02
3.82965686e-01  9.0888811e+02
3.82980353e-01  1.1924408e+03
3.82995021e-01  1.2080293e+03
3.83009690e-01  8.9163728e+02
3.83024360e-01  4.8838622e+02
3.83039032e-01  2.4155034e+02
3.83053704e-01  2.5529860e+02
3.83068378e-01  3.5681823e+02
3.83083052e-01  6.3787615e+02
3.83097728e-01  1.0104667e+03
3.83112405e-01  1.2215967e+03
3.83127083e-01  1.3775122e+03
3.83141762e-01  1.4012490e+03
3.83156443e-01  1.2608231e+03
3.83171124e-01  9.9032755e+02
3.83185807e-01  7.2395977e+02
3.83200490e-01  6.1582940e+02
3.83215175e-01  7.2929641e+02
3.83229861e-01  1.0690080e+03
3.83244548e-01  1.2044142e+03
3.83259237e-01  8.5099058e+02
3.83273926e-01  4.5194347e+02
3.83288616e-01  4.3448321e+02
3.83303308e-01  5.1374399e+02
3.83318001e-01  3.8949808e+02
3.83332694e-01  2.1300638e+02
3.83347389e-01  2.1693683e+02
3.83362085e-01  3.9253847e+02
3.83376783e-01  5.1524803e+02
3.83391481e-01  5.0840529e+02
3.83406181e-01  5.6346824e+02
3.83420881e-01  5.8594027e+02
3.83435583e-01  5.4909833e+02
3.83450286e-01  7.0323813e+02
3.83464990e-01  7.8411158e+02
3.83479695e-01  6.0915289e+02
3.83494401e-01  4.4720823e+02
3.83509108e-01  3.5531868e+02
3.83523817e-01  2.2020454e+02
3.83538526e-01  1.8456606e+02
3.83553237e-01  3.3769939e+02
3.83567949e-01  5.8589885e+02
3.83582662e-01  8.3596323e+02
3.83597376e-01  9.1541145e+02
3.83612091e-01  7.6244458e+02
3.83626808e-01  5.5643312e+02
3.83641525e-01  5.1249884e+02
3.83656244e-01  6.2122894e+02
3.83670964e-01  7.9278056e+02
3.83685685e-01  9.7272892e+02
3.83700407e-01  9.7265427e+02
3.83715130e-01  8.6255317e+02
3.83729854e-01  7.8642513e+02
3.83744580e-01  5.9425545e+02
3.83759306e-01  6.5403145e+02
3.83774034e-01  9.6345453e+02
3.83788763e-01  9.9664742e+02
3.83803493e-01  8.7573330e+02
3.83818224e-01  8.4783483e+02
3.83832956e-01  9.2989957e+02
3.83847689e-01  9.5018939e+02
3.83862424e-01  8.2185072e+02
3.83877159e-01  6.1854618e+02
3.83891896e-01  4.6813192e+02
3.83906634e-01  4.1015222e+02
3.83921373e-01  2.8759335e+02
3.83936113e-01  1.6871662e+02
3.83950854e-01  2.3524901e+02
3.83965597e-01  3.7624743e+02
3.83980340e-01  5.1607118e+02
3.83995085e-01  6.7818576e+02
3.84009831e-01  6.5833218e+02
3.84024578e-01  5.0117011e+02
3.84039326e-01  5.9686939e+02
3.84054075e-01  7.7628417e+02
3.84068825e-01  7.5656471e+02
3.84083577e-01  7.7955429e+02
3.84098329e-01  8.5744385e+02
3.84113083e-01  8.0790083e+02
3.84127838e-01  5.9320577e+02
3.84142594e-01  3.1694393e+02
3.84157351e-01  2.4902276e+02
3.84172109e-01  3.8831015e+02
3.84186868e-01  4.2337527e+02
3.84201629e-01  2.8798688e+02
3.84216391e-01  2.2747251e+02
3.84231153e-01  4.2185525e+02
3.84245917e-01  7.7550922e+02
3.84260682e-01  9.7591520e+02
3.84275449e-01  9.0270297e+02
3.84290216e-01  7.5569324e+02
3.84304984e-01  7.4006204e+02
3.84319754e-01  1.0081132e+03
3.84334525e-01  1.4365693e+03
3.84349297e-01  1.6977563e+03
3.84364070e-01  1.6515977e+03
3.84378844e-01  1.2731215e+03
3.84393619e-01  7.2753874e+02
3.84408395e-01  5.7054954e+02
3.84423173e-01  7.3893038e+02
3.84437952e-01  8.4307368e+02
3.84452732e-01  1.0601885e+03
3.84467512e-01  1.0749904e+03
3.84482295e-01  9.9440808e+02
3.84497078e-01  1.1099988e+03
3.84511862e-01  1.0179279e+03
3.84526648e-01  9.9214976e+02
3.84541434e-01  1.2355271e+03
3.84556222e-01  1.4714286e+03
3.84571011e-01  1.6335929e+03
3.84585801e-01  1.4955421e+03
3.84600592e-01  1.0580214e+03
3.84615385e-01  7.4089600e+02
3.84630178e-01  7.7598831e+02
3.84644973e-01  9.5842053e+02
3.84659768e-01  9.6375356e+02
3.84674565e-01  1.0001722e+03
3.84689363e-01  1.1257829e+03
3.84704162e-01  1.2466444e+03
3.84718963e-01  1.4553200e+03
3.84733764e-01  1.2883388e+03
3.84748567e-01  9.1669703e+02
3.84763371e-01  7.7139827e+02
3.84778175e-01  5.6107814e+02
3.84792981e-01  5.3293932e+02
3.84807789e-01  9.0223309e+02
3.84822597e-01  1.1479627e+03
3.84837406e-01  1.1937894e+03
3.84852217e-01  1.5123769e+03
3.84867028e-01  1.8167379e+03
3.84881841e-01  1.4540886e+03
3.84896655e-01  9.7336782e+02
3.84911470e-01  1.1089599e+03
3.84926287e-01  1.2398068e+03
3.84941104e-01  1.2127171e+03
3.84955923e-01  1.4326100e+03
3.84970742e-01  1.5121205e+03
3.84985563e-01  1.2866541e+03
3.85000385e-01  1.0099491e+03
3.85015208e-01  1.1495128e+03
3.85030032e-01  1.3652786e+03
3.85044858e-01  1.0771651e+03
3.85059684e-01  9.0847189e+02
3.85074512e-01  8.7333370e+02
3.85089341e-01  5.2780359e+02
3.85104171e-01  2.5117120e+02
3.85119002e-01  4.2442977e+02
3.85133834e-01  8.6767124e+02
3.85148667e-01  1.0684949e+03
3.85163502e-01  8.6214495e+02
3.85178338e-01  5.4387113e+02
3.85193174e-01  5.8581778e+02
3.85208012e-01  1.0701875e+03
3.85222851e-01  1.1967926e+03
3.85237692e-01  9.4132342e+02
3.85252533e-01  9.4259842e+02
3.85267376e-01  1.0617732e+03
3.85282219e-01  1.3439557e+03
3.85297064e-01  1.7500391e+03
3.85311910e-01  1.6879369e+03
3.85326757e-01  1.3247869e+03
