# 
# Monochromatic solar spectrum 
# Integrated value (W m-2) : 
1373.097
# Number of sampled values :
54154
# 
# lambda (microns)         Spectr. (W m-2 microns-1) 
3.64285454e-01  1.2102132e+03
3.64298725e-01  1.5574897e+03
3.64311997e-01  1.4933331e+03
3.64325270e-01  1.1089941e+03
3.64338543e-01  1.0192661e+03
3.64351818e-01  9.9132032e+02
3.64365094e-01  6.5914984e+02
3.64378370e-01  2.8575389e+02
3.64391648e-01  4.2769585e+02
3.64404927e-01  8.6752900e+02
3.64418206e-01  9.3071848e+02
3.64431487e-01  1.0285346e+03
3.64444768e-01  1.3439242e+03
3.64458051e-01  1.0374188e+03
3.64471334e-01  5.2356473e+02
3.64484619e-01  6.8596658e+02
3.64497904e-01  1.2200930e+03
3.64511190e-01  1.5014856e+03
3.64524478e-01  1.2312037e+03
3.64537766e-01  8.3529123e+02
3.64551055e-01  7.6374666e+02
3.64564346e-01  6.7513292e+02
3.64577637e-01  6.1263864e+02
3.64590929e-01  8.3128618e+02
3.64604222e-01  9.4330937e+02
3.64617516e-01  7.9280349e+02
3.64630811e-01  5.9486011e+02
3.64644107e-01  5.6698993e+02
3.64657404e-01  8.3549525e+02
3.64670702e-01  9.1063093e+02
3.64684001e-01  8.2785428e+02
3.64697301e-01  1.0044802e+03
3.64710602e-01  9.9388166e+02
3.64723904e-01  8.8330240e+02
3.64737207e-01  9.6742746e+02
3.64750511e-01  1.0876188e+03
3.64763815e-01  1.2949762e+03
3.64777121e-01  1.4677330e+03
3.64790428e-01  1.4450818e+03
3.64803736e-01  1.4081569e+03
3.64817044e-01  1.3584642e+03
3.64830354e-01  1.0375565e+03
3.64843664e-01  5.8364867e+02
3.64856976e-01  3.6327958e+02
3.64870289e-01  2.5373632e+02
3.64883602e-01  1.4638721e+02
3.64896917e-01  2.1704883e+02
3.64910232e-01  4.1934679e+02
3.64923549e-01  6.1703459e+02
3.64936866e-01  8.7326135e+02
3.64950184e-01  1.2253298e+03
3.64963504e-01  1.4572252e+03
3.64976824e-01  1.4060708e+03
3.64990145e-01  1.1499964e+03
3.65003468e-01  9.8928501e+02
3.65016791e-01  8.6537356e+02
3.65030115e-01  6.3160904e+02
3.65043440e-01  4.8132659e+02
3.65056766e-01  5.2338757e+02
3.65070093e-01  9.5065755e+02
3.65083422e-01  1.3887440e+03
3.65096751e-01  1.2123428e+03
3.65110081e-01  9.1519193e+02
3.65123412e-01  8.3486413e+02
3.65136744e-01  7.5229791e+02
3.65150077e-01  8.4674209e+02
3.65163411e-01  1.1886521e+03
3.65176746e-01  1.6212480e+03
3.65190081e-01  1.6886142e+03
3.65203418e-01  1.2678677e+03
3.65216756e-01  1.1223296e+03
3.65230095e-01  1.2017120e+03
3.65243435e-01  8.9503391e+02
3.65256776e-01  6.7887186e+02
3.65270117e-01  7.3053778e+02
3.65283460e-01  7.4097664e+02
3.65296804e-01  1.1113463e+03
3.65310148e-01  1.6890031e+03
3.65323494e-01  1.8522230e+03
3.65336841e-01  1.6400566e+03
3.65350188e-01  1.2593575e+03
3.65363537e-01  1.1319156e+03
3.65376886e-01  1.5071131e+03
3.65390237e-01  1.8463033e+03
3.65403588e-01  1.9000930e+03
3.65416941e-01  1.8318044e+03
3.65430294e-01  1.4827096e+03
3.65443649e-01  9.5844927e+02
3.65457004e-01  9.1645013e+02
3.65470360e-01  1.1791695e+03
3.65483718e-01  1.1379090e+03
3.65497076e-01  1.2748140e+03
3.65510435e-01  1.7425426e+03
3.65523796e-01  1.8965981e+03
3.65537157e-01  1.5671610e+03
3.65550519e-01  1.0574196e+03
3.65563882e-01  9.7128824e+02
3.65577246e-01  1.4164208e+03
3.65590612e-01  1.8195898e+03
3.65603978e-01  1.9735720e+03
3.65617345e-01  1.8971238e+03
3.65630713e-01  1.4189987e+03
3.65644082e-01  9.0204917e+02
3.65657452e-01  9.7827034e+02
3.65670823e-01  1.3042651e+03
3.65684195e-01  1.3325862e+03
3.65697568e-01  1.4192276e+03
3.65710942e-01  1.4094038e+03
3.65724317e-01  9.8763198e+02
3.65737693e-01  1.0570851e+03
3.65751070e-01  1.6527895e+03
3.65764448e-01  1.9479214e+03
3.65777827e-01  1.9403047e+03
3.65791206e-01  1.8564578e+03
3.65804587e-01  1.5297468e+03
3.65817969e-01  1.3047105e+03
3.65831352e-01  1.6251648e+03
3.65844735e-01  1.9082149e+03
3.65858120e-01  1.8617555e+03
3.65871506e-01  1.6733656e+03
3.65884893e-01  1.2317759e+03
3.65898280e-01  6.4131315e+02
3.65911669e-01  7.2088302e+02
3.65925059e-01  1.4884114e+03
3.65938449e-01  1.8385353e+03
3.65951841e-01  1.5665982e+03
3.65965233e-01  1.4514985e+03
3.65978627e-01  1.7313677e+03
3.65992021e-01  1.9410205e+03
3.66005417e-01  1.9782030e+03
3.66018813e-01  1.9683545e+03
3.66032211e-01  1.8569994e+03
3.66045609e-01  1.4053352e+03
3.66059009e-01  9.1866222e+02
3.66072409e-01  8.7232941e+02
3.66085811e-01  1.1401384e+03
3.66099213e-01  1.4295453e+03
3.66112616e-01  1.5816357e+03
3.66126021e-01  1.5733139e+03
3.66139426e-01  1.4262475e+03
3.66152832e-01  1.2583176e+03
3.66166239e-01  1.2328671e+03
3.66179648e-01  1.5631580e+03
3.66193057e-01  1.8165906e+03
3.66206467e-01  1.8186946e+03
3.66219878e-01  1.7357979e+03
3.66233291e-01  1.4366999e+03
3.66246704e-01  1.4119929e+03
3.66260118e-01  1.7905800e+03
3.66273533e-01  1.9395287e+03
3.66286949e-01  1.4891985e+03
3.66300366e-01  9.3012192e+02
3.66313784e-01  7.3368425e+02
3.66327203e-01  7.3929388e+02
3.66340624e-01  1.0990612e+03
3.66354045e-01  1.3806177e+03
3.66367467e-01  1.3112300e+03
3.66380890e-01  1.1740608e+03
3.66394314e-01  1.1091678e+03
3.66407739e-01  1.2111314e+03
3.66421164e-01  1.0807029e+03
3.66434591e-01  9.0933255e+02
3.66448019e-01  1.0797998e+03
3.66461448e-01  1.3783193e+03
3.66474878e-01  1.3923653e+03
3.66488309e-01  1.1264675e+03
3.66501741e-01  8.0924022e+02
3.66515174e-01  8.8362257e+02
3.66528608e-01  1.2899795e+03
3.66542042e-01  1.1946136e+03
3.66555478e-01  7.1604577e+02
3.66568915e-01  6.1068921e+02
3.66582353e-01  1.0306392e+03
3.66595791e-01  1.3706125e+03
3.66609231e-01  1.4144100e+03
3.66622672e-01  1.5980694e+03
3.66636114e-01  1.9163524e+03
3.66649556e-01  2.0724248e+03
3.66663000e-01  2.0782234e+03
3.66676445e-01  1.9308061e+03
3.66689890e-01  1.7410191e+03
3.66703337e-01  1.7223001e+03
3.66716785e-01  1.3526054e+03
3.66730233e-01  9.0563638e+02
3.66743683e-01  1.1248993e+03
3.66757133e-01  1.4065786e+03
3.66770585e-01  1.3150396e+03
3.66784038e-01  1.0718757e+03
3.66797491e-01  1.0301738e+03
3.66810946e-01  1.1616476e+03
3.66824401e-01  1.0471154e+03
3.66837858e-01  8.6497725e+02
3.66851315e-01  1.1926002e+03
3.66864774e-01  1.7289577e+03
3.66878233e-01  1.8268994e+03
3.66891694e-01  1.4612637e+03
3.66905155e-01  1.0555686e+03
3.66918617e-01  1.0116671e+03
3.66932081e-01  1.1527108e+03
3.66945545e-01  1.1689649e+03
3.66959011e-01  1.1228369e+03
3.66972477e-01  1.3366125e+03
3.66985944e-01  1.2927064e+03
3.66999413e-01  8.6495833e+02
3.67012882e-01  6.0245680e+02
3.67026352e-01  5.5141351e+02
3.67039824e-01  6.4015092e+02
3.67053296e-01  6.0774246e+02
3.67066769e-01  7.8819627e+02
3.67080244e-01  1.2593888e+03
3.67093719e-01  1.1999306e+03
3.67107195e-01  8.5480428e+02
3.67120673e-01  1.1619142e+03
3.67134151e-01  1.3139202e+03
3.67147630e-01  1.0029868e+03
3.67161110e-01  1.1468223e+03
3.67174592e-01  1.1801167e+03
3.67188074e-01  1.0962189e+03
3.67201557e-01  1.5218377e+03
3.67215041e-01  1.7827627e+03
3.67228526e-01  1.7307249e+03
3.67242012e-01  1.5659908e+03
3.67255500e-01  1.0105533e+03
3.67268988e-01  9.4598044e+02
3.67282477e-01  1.6457072e+03
3.67295967e-01  1.8420189e+03
3.67309458e-01  1.5098257e+03
3.67322950e-01  1.4682106e+03
3.67336443e-01  1.7104397e+03
3.67349938e-01  1.8066489e+03
3.67363433e-01  1.4627001e+03
3.67376929e-01  1.2758787e+03
3.67390426e-01  1.6195505e+03
3.67403924e-01  1.7446300e+03
3.67417423e-01  1.5659774e+03
3.67430923e-01  1.3555005e+03
3.67444424e-01  1.1406106e+03
3.67457926e-01  1.0894252e+03
3.67471429e-01  1.1752487e+03
3.67484933e-01  1.2662429e+03
3.67498438e-01  1.0262478e+03
3.67511944e-01  6.1000246e+02
3.67525451e-01  8.6544540e+02
3.67538959e-01  1.5279281e+03
3.67552468e-01  1.7476614e+03
3.67565978e-01  1.3241578e+03
3.67579489e-01  1.0124733e+03
3.67593001e-01  1.4438524e+03
3.67606514e-01  1.8781281e+03
3.67620028e-01  1.8261936e+03
3.67633543e-01  1.5042053e+03
3.67647059e-01  1.4382490e+03
3.67660576e-01  1.4832701e+03
3.67674094e-01  1.2057619e+03
3.67687613e-01  1.2641077e+03
3.67701133e-01  1.4844222e+03
3.67714653e-01  1.2972023e+03
3.67728175e-01  1.0693367e+03
3.67741698e-01  1.0537294e+03
3.67755222e-01  1.2629035e+03
3.67768747e-01  1.5348916e+03
3.67782273e-01  1.4763743e+03
3.67795800e-01  1.2323159e+03
3.67809328e-01  1.3689750e+03
3.67822857e-01  1.3585264e+03
3.67836386e-01  9.9036532e+02
3.67849917e-01  7.7597544e+02
3.67863449e-01  4.9459252e+02
3.67876982e-01  3.1389130e+02
3.67890516e-01  6.1621018e+02
3.67904051e-01  9.4567265e+02
3.67917586e-01  9.8623445e+02
3.67931123e-01  1.2498771e+03
3.67944661e-01  1.6951873e+03
3.67958200e-01  1.9151621e+03
3.67971740e-01  1.7385113e+03
3.67985281e-01  1.1453834e+03
3.67998822e-01  8.0857677e+02
3.68012365e-01  1.1363544e+03
3.68025909e-01  1.4877099e+03
3.68039454e-01  1.4890770e+03
3.68053000e-01  1.3782360e+03
3.68066546e-01  1.0452269e+03
3.68080094e-01  5.4095365e+02
3.68093643e-01  2.7211752e+02
3.68107193e-01  4.6582027e+02
3.68120744e-01  8.1837238e+02
3.68134295e-01  8.6406087e+02
3.68147848e-01  8.6768640e+02
3.68161402e-01  9.3254664e+02
3.68174957e-01  1.0003482e+03
3.68188513e-01  1.3521410e+03
3.68202069e-01  1.7149462e+03
3.68215627e-01  1.8416797e+03
3.68229186e-01  1.8540817e+03
3.68242746e-01  1.8797558e+03
3.68256306e-01  1.6355399e+03
3.68269868e-01  1.2608509e+03
3.68283431e-01  1.2548598e+03
3.68296995e-01  1.1766208e+03
3.68310559e-01  7.6150364e+02
3.68324125e-01  3.9893070e+02
3.68337692e-01  6.3682693e+02
3.68351260e-01  1.1165761e+03
3.68364829e-01  1.2852576e+03
3.68378398e-01  1.4922333e+03
3.68391969e-01  1.3897010e+03
3.68405541e-01  8.7531452e+02
3.68419114e-01  9.5702844e+02
3.68432687e-01  1.5330481e+03
3.68446262e-01  1.6198579e+03
3.68459838e-01  1.2705998e+03
3.68473415e-01  1.1740214e+03
3.68486992e-01  1.3646808e+03
3.68500571e-01  1.1510194e+03
3.68514151e-01  7.9674422e+02
3.68527732e-01  1.1692575e+03
3.68541313e-01  1.4791342e+03
3.68554896e-01  1.2920305e+03
3.68568480e-01  1.4384282e+03
3.68582065e-01  1.7298142e+03
3.68595651e-01  1.4779621e+03
3.68609237e-01  7.8382151e+02
3.68622825e-01  4.5818901e+02
3.68636414e-01  8.0210280e+02
3.68650004e-01  1.0007150e+03
3.68663594e-01  9.2706469e+02
3.68677186e-01  1.1653668e+03
3.68690779e-01  1.1395329e+03
3.68704373e-01  8.4888573e+02
3.68717968e-01  8.8927831e+02
3.68731563e-01  1.0907382e+03
3.68745160e-01  1.5392763e+03
3.68758758e-01  1.7649262e+03
3.68772357e-01  1.4552214e+03
3.68785957e-01  1.2176195e+03
3.68799557e-01  1.0447522e+03
3.68813159e-01  7.4031518e+02
3.68826762e-01  5.3141447e+02
3.68840366e-01  3.2100094e+02
3.68853971e-01  1.5574784e+02
3.68867577e-01  3.7188576e+02
3.68881183e-01  8.3925338e+02
3.68894791e-01  1.1154927e+03
3.68908400e-01  1.1778675e+03
3.68922010e-01  1.3026856e+03
3.68935621e-01  1.1174498e+03
3.68949233e-01  9.0652949e+02
3.68962845e-01  1.4111140e+03
3.68976459e-01  1.6284273e+03
3.68990074e-01  1.1097754e+03
3.69003690e-01  1.0457998e+03
3.69017307e-01  1.4363999e+03
3.69030925e-01  1.1748826e+03
3.69044544e-01  6.2205440e+02
3.69058164e-01  7.4006676e+02
3.69071784e-01  1.0755137e+03
3.69085406e-01  1.1150749e+03
3.69099029e-01  1.2383097e+03
3.69112653e-01  1.5494243e+03
3.69126278e-01  1.5896757e+03
3.69139904e-01  1.3224303e+03
3.69153531e-01  1.1352101e+03
3.69167159e-01  1.0632179e+03
3.69180788e-01  9.6262171e+02
3.69194418e-01  9.9629860e+02
3.69208049e-01  1.0307041e+03
3.69221681e-01  1.1868727e+03
3.69235314e-01  1.6180765e+03
3.69248948e-01  1.8746592e+03
3.69262583e-01  1.9302576e+03
3.69276219e-01  1.6690509e+03
3.69289856e-01  1.3184235e+03
3.69303494e-01  1.5155618e+03
3.69317133e-01  1.6855439e+03
3.69330773e-01  1.5446623e+03
3.69344414e-01  1.6435107e+03
3.69358056e-01  1.6133362e+03
3.69371699e-01  1.4160542e+03
3.69385343e-01  1.5654598e+03
3.69398988e-01  1.4283033e+03
3.69412634e-01  9.9732025e+02
3.69426281e-01  9.8185922e+02
3.69439929e-01  1.0828961e+03
3.69453578e-01  1.1853832e+03
3.69467228e-01  1.2541570e+03
3.69480879e-01  9.1124770e+02
3.69494531e-01  4.2973434e+02
3.69508185e-01  3.8583146e+02
3.69521839e-01  8.4513403e+02
3.69535494e-01  1.3789166e+03
3.69549150e-01  1.7405430e+03
3.69562807e-01  1.9476240e+03
3.69576465e-01  1.9211232e+03
3.69590125e-01  1.5527443e+03
3.69603785e-01  1.1434264e+03
3.69617446e-01  1.2933963e+03
3.69631108e-01  1.5223913e+03
3.69644771e-01  1.2302647e+03
3.69658436e-01  1.2104149e+03
3.69672101e-01  1.5052233e+03
3.69685767e-01  1.3368205e+03
3.69699434e-01  1.1699058e+03
3.69713103e-01  1.4800153e+03
3.69726772e-01  1.5837846e+03
3.69740442e-01  1.3444715e+03
3.69754114e-01  1.3407149e+03
3.69767786e-01  1.4737265e+03
3.69781459e-01  1.4889754e+03
3.69795133e-01  1.5495606e+03
3.69808809e-01  1.7446806e+03
3.69822485e-01  1.7584436e+03
3.69836163e-01  1.2713960e+03
3.69849841e-01  8.6556728e+02
3.69863520e-01  1.1374350e+03
3.69877201e-01  1.4107244e+03
3.69890882e-01  1.1204562e+03
3.69904565e-01  7.2594055e+02
3.69918248e-01  9.3028687e+02
3.69931933e-01  1.5228393e+03
3.69945618e-01  1.5431855e+03
3.69959304e-01  1.1120050e+03
3.69972992e-01  1.2273523e+03
3.69986680e-01  1.5713330e+03
3.70000370e-01  1.1738472e+03
3.70014061e-01  8.0636676e+02
3.70027752e-01  1.3219346e+03
3.70041445e-01  1.8074840e+03
3.70055138e-01  1.6919719e+03
3.70068833e-01  1.6100656e+03
3.70082528e-01  1.6384217e+03
3.70096225e-01  1.3630601e+03
3.70109923e-01  1.2877665e+03
3.70123621e-01  1.5044730e+03
3.70137321e-01  1.5780833e+03
3.70151022e-01  1.5984027e+03
3.70164723e-01  1.4224001e+03
3.70178426e-01  1.2953172e+03
3.70192130e-01  1.2310076e+03
3.70205834e-01  8.2669135e+02
3.70219540e-01  7.9963516e+02
3.70233247e-01  1.4510553e+03
3.70246955e-01  1.9039587e+03
3.70260664e-01  1.8418160e+03
3.70274373e-01  1.5491990e+03
3.70288084e-01  1.2996554e+03
3.70301796e-01  1.2200688e+03
3.70315509e-01  1.1857052e+03
3.70329223e-01  1.2687419e+03
3.70342938e-01  1.2868756e+03
3.70356653e-01  1.2102296e+03
3.70370370e-01  1.4922630e+03
3.70384088e-01  1.7633204e+03
3.70397807e-01  1.7996344e+03
3.70411527e-01  1.8381295e+03
3.70425248e-01  1.7585558e+03
3.70438970e-01  1.3670975e+03
3.70452693e-01  7.6510984e+02
3.70466417e-01  3.9607895e+02
3.70480142e-01  5.1298477e+02
3.70493868e-01  7.1066549e+02
3.70507595e-01  8.7779442e+02
3.70521324e-01  1.2594142e+03
3.70535053e-01  1.1915841e+03
3.70548783e-01  8.5138056e+02
3.70562514e-01  9.0447929e+02
3.70576246e-01  1.0631577e+03
3.70589979e-01  1.2043374e+03
3.70603713e-01  1.2195378e+03
3.70617449e-01  1.0505449e+03
3.70631185e-01  7.5927726e+02
3.70644922e-01  4.1950053e+02
3.70658660e-01  2.2614810e+02
3.70672400e-01  3.3421149e+02
3.70686140e-01  5.2536888e+02
3.70699881e-01  4.8654328e+02
3.70713624e-01  4.0355504e+02
3.70727367e-01  5.8760708e+02
3.70741111e-01  1.0934967e+03
3.70754857e-01  1.5851981e+03
3.70768603e-01  1.7582100e+03
3.70782351e-01  1.6620654e+03
3.70796099e-01  1.1899069e+03
3.70809849e-01  8.2181852e+02
3.70823599e-01  9.8320021e+02
3.70837351e-01  9.4967769e+02
3.70851103e-01  6.9046482e+02
3.70864857e-01  6.0258509e+02
3.70878611e-01  4.5103289e+02
3.70892367e-01  3.7561478e+02
3.70906124e-01  7.1264837e+02
3.70919881e-01  1.0553740e+03
3.70933640e-01  1.2028336e+03
3.70947400e-01  1.2841386e+03
3.70961160e-01  1.2070152e+03
3.70974922e-01  1.0732265e+03
3.70988685e-01  9.5544221e+02
3.71002449e-01  7.6720313e+02
3.71016213e-01  4.1393931e+02
3.71029979e-01  2.1305614e+02
3.71043746e-01  3.1857992e+02
3.71057514e-01  4.1559029e+02
3.71071283e-01  7.2987984e+02
3.71085053e-01  1.1263280e+03
3.71098824e-01  1.2656634e+03
3.71112596e-01  1.4369260e+03
3.71126369e-01  1.2727359e+03
3.71140143e-01  9.9386544e+02
3.71153918e-01  1.2282655e+03
3.71167694e-01  1.5315886e+03
3.71181471e-01  1.5082487e+03
3.71195249e-01  1.4116102e+03
3.71209028e-01  1.3490944e+03
3.71222808e-01  9.2085727e+02
3.71236589e-01  5.7453164e+02
3.71250371e-01  8.8371758e+02
3.71264154e-01  1.3552232e+03
3.71277939e-01  1.4980343e+03
3.71291724e-01  1.3564727e+03
3.71305510e-01  1.2301641e+03
3.71319297e-01  1.3729527e+03
3.71333086e-01  1.5998461e+03
3.71346875e-01  1.6258335e+03
3.71360665e-01  1.5619024e+03
3.71374457e-01  1.4537520e+03
3.71388249e-01  1.1745154e+03
3.71402043e-01  1.1599290e+03
3.71415837e-01  1.5940590e+03
3.71429633e-01  1.7838508e+03
3.71443429e-01  1.7242851e+03
3.71457227e-01  1.6915437e+03
3.71471025e-01  1.6167754e+03
3.71484825e-01  1.7210023e+03
3.71498625e-01  1.9208582e+03
3.71512427e-01  1.9591153e+03
3.71526230e-01  1.9198483e+03
3.71540033e-01  1.9573753e+03
3.71553838e-01  2.0253201e+03
3.71567644e-01  1.9360795e+03
3.71581451e-01  1.8142606e+03
3.71595258e-01  1.8568537e+03
3.71609067e-01  1.7111620e+03
3.71622877e-01  1.5242185e+03
3.71636688e-01  1.5074522e+03
3.71650500e-01  1.4269777e+03
3.71664313e-01  1.5832411e+03
3.71678127e-01  1.5650265e+03
3.71691942e-01  1.2551129e+03
3.71705758e-01  1.4026690e+03
3.71719575e-01  1.7021838e+03
3.71733393e-01  1.3937765e+03
3.71747212e-01  8.9221113e+02
3.71761032e-01  1.1388775e+03
3.71774853e-01  1.7002306e+03
3.71788675e-01  1.8889243e+03
3.71802499e-01  1.8518907e+03
3.71816323e-01  1.7244450e+03
3.71830148e-01  1.4581471e+03
3.71843974e-01  1.3712506e+03
3.71857802e-01  1.6777768e+03
3.71871630e-01  1.7658734e+03
3.71885459e-01  1.6095585e+03
3.71899290e-01  1.6210071e+03
3.71913121e-01  1.5081040e+03
3.71926954e-01  1.1465365e+03
3.71940787e-01  9.2019696e+02
3.71954622e-01  1.0690260e+03
3.71968457e-01  1.2995035e+03
3.71982294e-01  1.2249692e+03
3.71996131e-01  9.3871186e+02
3.72009970e-01  7.9340180e+02
3.72023810e-01  7.7672448e+02
3.72037650e-01  6.5398948e+02
3.72051492e-01  4.7802987e+02
3.72065335e-01  3.5266256e+02
3.72079178e-01  2.3352585e+02
3.72093023e-01  1.2986336e+02
3.72106869e-01  1.3895356e+02
3.72120716e-01  2.4755581e+02
3.72134564e-01  3.7080060e+02
3.72148413e-01  5.1243934e+02
3.72162263e-01  6.8495846e+02
3.72176114e-01  8.5694653e+02
3.72189966e-01  1.0019825e+03
3.72203819e-01  1.0250067e+03
3.72217673e-01  7.6220175e+02
3.72231528e-01  4.4335765e+02
3.72245384e-01  4.0760176e+02
3.72259241e-01  4.6263108e+02
3.72273100e-01  6.0604416e+02
3.72286959e-01  8.3334789e+02
3.72300819e-01  8.2390686e+02
3.72314680e-01  6.9399246e+02
3.72328543e-01  6.0788347e+02
3.72342406e-01  4.2780211e+02
3.72356270e-01  2.1752741e+02
3.72370136e-01  2.9792401e+02
3.72384002e-01  6.2803849e+02
3.72397870e-01  9.4678278e+02
3.72411738e-01  1.2401714e+03
3.72425608e-01  1.4542090e+03
3.72439479e-01  1.5240302e+03
3.72453350e-01  1.3963229e+03
3.72467223e-01  1.2261065e+03
3.72481097e-01  1.2815138e+03
3.72494971e-01  1.3059224e+03
3.72508847e-01  1.2618652e+03
3.72522724e-01  1.2170940e+03
3.72536602e-01  9.7994344e+02
3.72550481e-01  8.4729973e+02
3.72564360e-01  9.1063525e+02
3.72578241e-01  9.7468172e+02
3.72592123e-01  1.2476149e+03
3.72606006e-01  1.4837732e+03
3.72619890e-01  1.4433300e+03
3.72633776e-01  1.4633873e+03
3.72647662e-01  1.3178145e+03
3.72661549e-01  1.0419320e+03
3.72675437e-01  1.2268969e+03
3.72689326e-01  1.6148618e+03
3.72703216e-01  1.7364050e+03
3.72717108e-01  1.6779678e+03
3.72731000e-01  1.6101820e+03
3.72744893e-01  1.6561254e+03
3.72758788e-01  1.6329719e+03
3.72772683e-01  1.4565398e+03
3.72786580e-01  1.0952017e+03
3.72800477e-01  5.7662892e+02
3.72814376e-01  5.5500173e+02
3.72828275e-01  8.2877148e+02
3.72842176e-01  6.6455035e+02
3.72856078e-01  3.2426603e+02
3.72869980e-01  1.7643417e+02
3.72883884e-01  3.9038454e+02
3.72897789e-01  7.6733464e+02
3.72911695e-01  1.0642648e+03
3.72925601e-01  1.3647459e+03
3.72939509e-01  1.5242601e+03
3.72953418e-01  1.4802912e+03
3.72967328e-01  1.3479063e+03
3.72981239e-01  1.2651403e+03
3.72995151e-01  1.2686398e+03
3.73009064e-01  1.3792284e+03
3.73022978e-01  1.4747085e+03
3.73036893e-01  1.5629882e+03
3.73050810e-01  1.7698173e+03
3.73064727e-01  1.7545966e+03
3.73078645e-01  1.4498410e+03
3.73092564e-01  1.3333519e+03
3.73106485e-01  1.5674336e+03
3.73120406e-01  1.7418620e+03
3.73134328e-01  1.3028874e+03
3.73148252e-01  8.4315083e+02
3.73162176e-01  1.0089766e+03
3.73176102e-01  1.0096194e+03
3.73190028e-01  7.6828741e+02
3.73203956e-01  8.7090007e+02
3.73217885e-01  1.1077481e+03
3.73231814e-01  1.0330075e+03
3.73245745e-01  9.7765894e+02
3.73259677e-01  1.3429246e+03
3.73273610e-01  1.6923463e+03
3.73287543e-01  1.5917489e+03
3.73301478e-01  1.2414427e+03
3.73315414e-01  1.1796413e+03
3.73329351e-01  1.0504051e+03
3.73343289e-01  7.3465469e+02
3.73357228e-01  8.8309805e+02
3.73371168e-01  1.0401272e+03
3.73385109e-01  9.5397645e+02
3.73399052e-01  9.6681520e+02
3.73412995e-01  7.6378435e+02
3.73426939e-01  3.5418302e+02
3.73440884e-01  2.2293435e+02
3.73454831e-01  4.5042426e+02
3.73468778e-01  7.2053895e+02
3.73482726e-01  8.2085122e+02
3.73496676e-01  7.8494755e+02
3.73510626e-01  6.6683302e+02
3.73524578e-01  5.2687556e+02
3.73538530e-01  4.3416865e+02
3.73552484e-01  3.6727436e+02
3.73566439e-01  2.7459321e+02
3.73580395e-01  1.5555776e+02
3.73594351e-01  1.0159577e+02
3.73608309e-01  1.7831663e+02
3.73622268e-01  2.4184490e+02
3.73636228e-01  2.8946156e+02
3.73650189e-01  4.5604158e+02
3.73664151e-01  6.2753851e+02
3.73678114e-01  7.1471882e+02
3.73692078e-01  7.1824589e+02
3.73706043e-01  7.0272566e+02
3.73720009e-01  7.9331754e+02
3.73733976e-01  8.7344320e+02
3.73747944e-01  8.0894840e+02
3.73761914e-01  6.5033158e+02
3.73775884e-01  4.0806419e+02
3.73789855e-01  1.8515754e+02
3.73803828e-01  1.0448775e+02
3.73817801e-01  1.0870207e+02
3.73831776e-01  1.9892637e+02
3.73845751e-01  3.4687876e+02
3.73859728e-01  5.0253595e+02
3.73873705e-01  7.0245323e+02
3.73887684e-01  9.1278471e+02
3.73901664e-01  1.0085660e+03
3.73915645e-01  9.0478054e+02
3.73929626e-01  7.3449813e+02
3.73943609e-01  7.1184495e+02
3.73957593e-01  9.7894600e+02
3.73971578e-01  1.3921587e+03
3.73985564e-01  1.5407692e+03
3.73999551e-01  1.3261778e+03
3.74013539e-01  8.4354326e+02
3.74027528e-01  5.3246472e+02
3.74041519e-01  6.8052321e+02
3.74055510e-01  9.6485412e+02
3.74069502e-01  1.2227718e+03
3.74083495e-01  1.4113347e+03
3.74097490e-01  1.5577111e+03
3.74111485e-01  1.4061220e+03
3.74125482e-01  1.0087885e+03
3.74139479e-01  1.1330162e+03
3.74153478e-01  1.5493873e+03
3.74167477e-01  1.6699845e+03
3.74181478e-01  1.8305603e+03
3.74195480e-01  1.7025865e+03
3.74209482e-01  1.3125502e+03
3.74223486e-01  1.4873980e+03
3.74237491e-01  1.6200929e+03
3.74251497e-01  1.1280543e+03
3.74265504e-01  8.8310044e+02
3.74279512e-01  1.3713088e+03
3.74293521e-01  1.8451681e+03
3.74307531e-01  1.6894336e+03
3.74321542e-01  1.4445110e+03
3.74335554e-01  1.6627761e+03
3.74349568e-01  1.5099445e+03
3.74363582e-01  1.0182087e+03
3.74377597e-01  1.1643953e+03
3.74391614e-01  1.3383836e+03
3.74405631e-01  1.0272538e+03
3.74419650e-01  6.5439726e+02
3.74433669e-01  3.3944227e+02
3.74447690e-01  1.9898571e+02
3.74461711e-01  4.2047738e+02
3.74475734e-01  6.1448139e+02
3.74489758e-01  6.5864448e+02
3.74503782e-01  7.4793365e+02
3.74517808e-01  8.3556967e+02
3.74531835e-01  1.1484658e+03
3.74545863e-01  1.2282175e+03
3.74559892e-01  1.0428018e+03
3.74573922e-01  1.1717278e+03
3.74587953e-01  1.2272288e+03
3.74601985e-01  1.0361539e+03
3.74616019e-01  7.8738945e+02
3.74630053e-01  5.2434071e+02
3.74644088e-01  2.9075609e+02
3.74658124e-01  1.4369299e+02
3.74672162e-01  1.4788513e+02
3.74686200e-01  1.7116634e+02
3.74700240e-01  2.0826171e+02
3.74714280e-01  4.3500930e+02
3.74728322e-01  7.5843186e+02
3.74742365e-01  8.0252456e+02
3.74756408e-01  7.0676679e+02
3.74770453e-01  9.3839292e+02
3.74784499e-01  9.5398503e+02
3.74798546e-01  5.5262915e+02
3.74812594e-01  6.1572638e+02
3.74826643e-01  1.1068009e+03
