#
# Recomposed optical properties out of ARTDEC
#
# Used model for truncation was:
 dm
# number of wavelengths
           1
#      lambda         nBl   nangle   Trunc. Coeff.     sumF11    Cext        SSA              g  
     0.412000000E+00     48   1900     0.915482375E-01     0.200008610E+01     0.100000000E+01     0.100000000E+01    -0.327680000E+05
# Phase matrix
# lambda =      0.4120
#         u                 F11                F22              F33               F44               F21               F34
    -0.119652330E+00     0.809939279E-01     0.793538704E-01     0.302323948E-01     0.302631134E-01     0.308655292E-02    -0.137710005E-01
    -0.118009710E+00     0.817065510E-01     0.803752838E-01     0.313507072E-01     0.310365290E-01     0.318809965E-02    -0.136065312E-01
    -0.116366770E+00     0.824970908E-01     0.814822883E-01     0.325360795E-01     0.318796388E-01     0.328692235E-02    -0.135044419E-01
    -0.114723510E+00     0.833618975E-01     0.826692513E-01     0.337827266E-01     0.327888158E-01     0.338306994E-02    -0.134653693E-01
    -0.113079940E+00     0.842968407E-01     0.839300261E-01     0.350844589E-01     0.337599964E-01     0.347660736E-02    -0.134895574E-01
    -0.111436050E+00     0.852973513E-01     0.852580124E-01     0.364347443E-01     0.347887229E-01     0.356761679E-02    -0.135768551E-01
    -0.109791860E+00     0.863584203E-01     0.866461580E-01     0.378267075E-01     0.358701399E-01     0.365619443E-02    -0.137267154E-01
    -0.108147370E+00     0.874746594E-01     0.880870418E-01     0.392532138E-01     0.369990554E-01     0.374245261E-02    -0.139382002E-01
    -0.106502590E+00     0.886403163E-01     0.895728958E-01     0.407068881E-01     0.381699531E-01     0.382651753E-02    -0.142099831E-01
    -0.104857510E+00     0.898493314E-01     0.910956802E-01     0.421801876E-01     0.393770491E-01     0.390852995E-02    -0.145403629E-01
    -0.103212150E+00     0.910953401E-01     0.926470885E-01     0.436654044E-01     0.406142914E-01     0.398864182E-02    -0.149272641E-01
    -0.101566500E+00     0.923717570E-01     0.942186544E-01     0.451547672E-01     0.418754417E-01     0.406701837E-02    -0.153682615E-01
    -0.999205800E-01     0.936717720E-01     0.958017492E-01     0.466404369E-01     0.431540708E-01     0.414383409E-02    -0.158605810E-01
    -0.982743830E-01     0.949884376E-01     0.973876901E-01     0.481146071E-01     0.444436420E-01     0.421927443E-02    -0.164011315E-01
    -0.966279170E-01     0.963146807E-01     0.989677549E-01     0.495695155E-01     0.457375209E-01     0.429353264E-02    -0.169865123E-01
    -0.949811860E-01     0.976433622E-01     0.100533256E+00     0.509975107E-01     0.470290328E-01     0.436680947E-02    -0.176130391E-01
    -0.933341960E-01     0.989673183E-01     0.102075588E+00     0.523910958E-01     0.483115001E-01     0.443931165E-02    -0.182767654E-01
    -0.916869500E-01     0.100279410E+00     0.103586290E+00     0.537429800E-01     0.495782902E-01     0.451125085E-02    -0.189735083E-01
    -0.900394530E-01     0.101572566E+00     0.105057092E+00     0.550461217E-01     0.508228540E-01     0.458284211E-02    -0.196988727E-01
    -0.883917090E-01     0.102839830E+00     0.106479973E+00     0.562937763E-01     0.520387708E-01     0.465430268E-02    -0.204482796E-01
    -0.867437240E-01     0.104074404E+00     0.107847209E+00     0.574795373E-01     0.532197880E-01     0.472585050E-02    -0.212169938E-01
    -0.850955010E-01     0.105269695E+00     0.109151425E+00     0.585973819E-01     0.543598659E-01     0.479770312E-02    -0.220001547E-01
    -0.834470460E-01     0.106419355E+00     0.110385640E+00     0.596417059E-01     0.554532130E-01     0.487007605E-02    -0.227928050E-01
    -0.817983620E-01     0.107517326E+00     0.111543316E+00     0.606073646E-01     0.564943283E-01     0.494318169E-02    -0.235899234E-01
    -0.801494540E-01     0.108557877E+00     0.112618398E+00     0.614897037E-01     0.574780346E-01     0.501722783E-02    -0.243864544E-01
    -0.785003270E-01     0.109535644E+00     0.113605351E+00     0.622845915E-01     0.583995148E-01     0.509241640E-02    -0.251773408E-01
    -0.768509850E-01     0.110445662E+00     0.114499203E+00     0.629884475E-01     0.592543446E-01     0.516894231E-02    -0.259575554E-01
    -0.752014320E-01     0.111283404E+00     0.115295572E+00     0.635982657E-01     0.600385216E-01     0.524699215E-02    -0.267221327E-01
    -0.735516740E-01     0.112044803E+00     0.115990698E+00     0.641116356E-01     0.607484927E-01     0.532674299E-02    -0.274661989E-01
    -0.719017150E-01     0.112726289E+00     0.116581467E+00     0.645267603E-01     0.613811798E-01     0.540836144E-02    -0.281850046E-01
    -0.702515580E-01     0.113324809E+00     0.117065434E+00     0.648424697E-01     0.619340014E-01     0.549200257E-02    -0.288739542E-01
    -0.686012100E-01     0.113837843E+00     0.117440837E+00     0.650582283E-01     0.624048893E-01     0.557780872E-02    -0.295286325E-01
    -0.669506740E-01     0.114263433E+00     0.117706614E+00     0.651741432E-01     0.627923066E-01     0.566590902E-02    -0.301448368E-01
    -0.652999540E-01     0.114600188E+00     0.117862410E+00     0.651909638E-01     0.630952579E-01     0.575641831E-02    -0.307186007E-01
    -0.636490560E-01     0.114847298E+00     0.117908578E+00     0.651100797E-01     0.633132985E-01     0.584943640E-02    -0.312462194E-01
    -0.619979830E-01     0.115004542E+00     0.117846183E+00     0.649335140E-01     0.634465394E-01     0.594504772E-02    -0.317242750E-01
    -0.603467410E-01     0.115072291E+00     0.117676995E+00     0.646639130E-01     0.634956488E-01     0.604332044E-02    -0.321496563E-01
    -0.586953340E-01     0.115051505E+00     0.117403478E+00     0.643045310E-01     0.634618502E-01     0.614430636E-02    -0.325195805E-01
    -0.570437660E-01     0.114943730E+00     0.117028780E+00     0.638592117E-01     0.633469164E-01     0.624804049E-02    -0.328316103E-01
    -0.553920420E-01     0.114751093E+00     0.116556712E+00     0.633323664E-01     0.631531605E-01     0.635454072E-02    -0.330836696E-01
    -0.537401660E-01     0.114476285E+00     0.115991725E+00     0.627289477E-01     0.628834233E-01     0.646380789E-02    -0.332740572E-01
    -0.520881440E-01     0.114122549E+00     0.115338885E+00     0.620544204E-01     0.625410574E-01     0.657582558E-02    -0.334014580E-01
    -0.504359780E-01     0.113693659E+00     0.114603844E+00     0.613147269E-01     0.621299064E-01     0.669056058E-02    -0.334649524E-01
    -0.487836750E-01     0.113193901E+00     0.113792802E+00     0.605162549E-01     0.616542846E-01     0.680796255E-02    -0.334640213E-01
    -0.471312380E-01     0.112628042E+00     0.112912472E+00     0.596657943E-01     0.611189483E-01     0.692796491E-02    -0.333985512E-01
    -0.454786720E-01     0.112001303E+00     0.111970036E+00     0.587704985E-01     0.605290695E-01     0.705048486E-02    -0.332688351E-01
    -0.438259820E-01     0.111319331E+00     0.110973107E+00     0.578378399E-01     0.598902030E-01     0.717542402E-02    -0.330755710E-01
    -0.421731720E-01     0.110588157E+00     0.109929671E+00     0.568755626E-01     0.592082525E-01     0.730266917E-02    -0.328198585E-01
    -0.405202460E-01     0.109814162E+00     0.108848050E+00     0.558916352E-01     0.584894339E-01     0.743209284E-02    -0.325031919E-01
    -0.388672100E-01     0.109004042E+00     0.107736842E+00     0.548942024E-01     0.577402379E-01     0.756355397E-02    -0.321274525E-01
    -0.372140670E-01     0.108164754E+00     0.106604867E+00     0.538915314E-01     0.569673872E-01     0.769689918E-02    -0.316948960E-01
    -0.355608220E-01     0.107303487E+00     0.105461118E+00     0.528919624E-01     0.561777963E-01     0.783196336E-02    -0.312081401E-01
    -0.339074800E-01     0.106427604E+00     0.104314699E+00     0.519038558E-01     0.553785274E-01     0.796857083E-02    -0.306701480E-01
    -0.322540450E-01     0.105544603E+00     0.103174769E+00     0.509355384E-01     0.545767446E-01     0.810653655E-02    -0.300842102E-01
    -0.306005220E-01     0.104662066E+00     0.102050485E+00     0.499952517E-01     0.537796699E-01     0.824566711E-02    -0.294539250E-01
    -0.289469150E-01     0.103787612E+00     0.100950944E+00     0.490910990E-01     0.529945357E-01     0.838576212E-02    -0.287831755E-01
    -0.272932290E-01     0.102928848E+00     0.998851237E-01     0.482309944E-01     0.522285395E-01     0.852661529E-02    -0.280761067E-01
    -0.256394680E-01     0.102093320E+00     0.988618283E-01     0.474226112E-01     0.514887969E-01     0.866801588E-02    -0.273370986E-01
    -0.239856370E-01     0.101288464E+00     0.978896293E-01     0.466733339E-01     0.507822962E-01     0.880974990E-02    -0.265707406E-01
    -0.223317400E-01     0.100521560E+00     0.969768119E-01     0.459902092E-01     0.501158523E-01     0.895160158E-02    -0.257818015E-01
    -0.206777830E-01     0.997996807E-01     0.961313230E-01     0.453799022E-01     0.494960634E-01     0.909335452E-02    -0.249752017E-01
    -0.190237680E-01     0.991296503E-01     0.953607167E-01     0.448486503E-01     0.489292661E-01     0.923479352E-02    -0.241559793E-01
    -0.173697020E-01     0.985179976E-01     0.946721100E-01     0.444022256E-01     0.484214960E-01     0.937570522E-02    -0.233292634E-01
    -0.157155880E-01     0.979709125E-01     0.940721322E-01     0.440458944E-01     0.479784456E-01     0.951588014E-02    -0.225002374E-01
    -0.140614310E-01     0.974942069E-01     0.935668849E-01     0.437843834E-01     0.476054280E-01     0.965511360E-02    -0.216741097E-01
    -0.124072360E-01     0.970932752E-01     0.931619004E-01     0.436218480E-01     0.473073405E-01     0.979320708E-02    -0.208560798E-01
    -0.107530060E-01     0.967730585E-01     0.928621051E-01     0.435618436E-01     0.470886315E-01     0.992996973E-02    -0.200513049E-01
    -0.909874700E-02     0.965380121E-01     0.926717878E-01     0.436073021E-01     0.469532711E-01     0.100652191E-01    -0.192648698E-01
    -0.744446400E-02     0.963920749E-01     0.925945700E-01     0.437605102E-01     0.469047226E-01     0.101987827E-01    -0.185017530E-01
    -0.579015900E-02     0.963386421E-01     0.926333812E-01     0.440230939E-01     0.469459191E-01     0.103304991E-01    -0.177667942E-01
    -0.413583900E-02     0.963805426E-01     0.927904391E-01     0.443960050E-01     0.470792420E-01     0.104602187E-01    -0.170646679E-01
    -0.248150800E-02     0.965200184E-01     0.930672330E-01     0.448795136E-01     0.473065041E-01     0.105878048E-01    -0.163998492E-01
    -0.827170000E-03     0.967587088E-01     0.934645132E-01     0.454732041E-01     0.476289355E-01     0.107131347E-01    -0.157765877E-01
     0.827170000E-03     0.970976373E-01     0.939822836E-01     0.461759751E-01     0.480471732E-01     0.108361001E-01    -0.151988806E-01
     0.248150800E-02     0.975372040E-01     0.946198003E-01     0.469860446E-01     0.485612553E-01     0.109566082E-01    -0.146704459E-01
     0.413583900E-02     0.980771801E-01     0.953755737E-01     0.479009586E-01     0.491706177E-01     0.110745819E-01    -0.141947001E-01
     0.579015900E-02     0.987167082E-01     0.962473768E-01     0.489176050E-01     0.498740959E-01     0.111899608E-01    -0.137747350E-01
     0.744446400E-02     0.994543055E-01     0.972322570E-01     0.500322308E-01     0.506699300E-01     0.113027011E-01    -0.134132987E-01
     0.909874700E-02     0.100287870E+00     0.983265508E-01     0.512404616E-01     0.515557723E-01     0.114127763E-01    -0.131127776E-01
     0.107530060E-01     0.101214694E+00     0.995259105E-01     0.525373326E-01     0.525287036E-01     0.115201772E-01    -0.128751799E-01
     0.124072360E-01     0.102231481E+00     0.100825324E+00     0.539173127E-01     0.535852459E-01     0.116249120E-01    -0.127021236E-01
     0.140614310E-01     0.103334357E+00     0.102219148E+00     0.553743386E-01     0.547213835E-01     0.117270063E-01    -0.125948252E-01
     0.157155880E-01     0.104518905E+00     0.103701142E+00     0.569018551E-01     0.559325890E-01     0.118265032E-01    -0.125540912E-01
     0.173697020E-01     0.105780183E+00     0.105264504E+00     0.584928504E-01     0.572138475E-01     0.119234626E-01    -0.125803125E-01
     0.190237680E-01     0.107112757E+00     0.106901917E+00     0.601399009E-01     0.585596879E-01     0.120179613E-01    -0.126734615E-01
     0.206777830E-01     0.108510735E+00     0.108605589E+00     0.618352188E-01     0.599642178E-01     0.121100923E-01    -0.128330911E-01
     0.223317400E-01     0.109967801E+00     0.110367300E+00     0.635706940E-01     0.614211551E-01     0.121999642E-01    -0.130583371E-01
     0.239856370E-01     0.111477257E+00     0.112178463E+00     0.653379540E-01     0.629238742E-01     0.122877010E-01    -0.133479231E-01
     0.256394680E-01     0.113032063E+00     0.114030165E+00     0.671284061E-01     0.644654395E-01     0.123734407E-01    -0.137001671E-01
     0.272932290E-01     0.114624881E+00     0.115913230E+00     0.689332979E-01     0.660386540E-01     0.124573351E-01    -0.141129922E-01
     0.289469150E-01     0.116248122E+00     0.117818275E+00     0.707437691E-01     0.676361021E-01     0.125395483E-01    -0.145839383E-01
     0.306005220E-01     0.117893995E+00     0.119735768E+00     0.725509089E-01     0.692501976E-01     0.126202563E-01    -0.151101774E-01
     0.322540450E-01     0.119554553E+00     0.121656089E+00     0.743458109E-01     0.708732308E-01     0.126996455E-01    -0.156885302E-01
     0.339074800E-01     0.121221746E+00     0.123569592E+00     0.761196310E-01     0.724974188E-01     0.127779116E-01    -0.163154861E-01
     0.355608220E-01     0.122887473E+00     0.125466664E+00     0.778636422E-01     0.741149536E-01     0.128552586E-01    -0.169872237E-01
     0.372140670E-01     0.124543632E+00     0.127337786E+00     0.795692920E-01     0.757180543E-01     0.129318976E-01    -0.176996354E-01
     0.388672100E-01     0.126182175E+00     0.129173597E+00     0.812282556E-01     0.772990150E-01     0.130080449E-01    -0.184483516E-01
     0.405202460E-01     0.127795153E+00     0.130964950E+00     0.828324903E-01     0.788502561E-01     0.130839216E-01    -0.192287681E-01
     0.421731720E-01     0.129374780E+00     0.132702975E+00     0.843742896E-01     0.803643752E-01     0.131597517E-01    -0.200360757E-01
     0.438259820E-01     0.130913470E+00     0.134379130E+00     0.858463282E-01     0.818341907E-01     0.132357605E-01    -0.208652873E-01
     0.454786720E-01     0.132403894E+00     0.135985263E+00     0.872417152E-01     0.832527941E-01     0.133121737E-01    -0.217112717E-01
     0.471312380E-01     0.133839029E+00     0.137513662E+00     0.885540369E-01     0.846135930E-01     0.133892158E-01    -0.225687842E-01
     0.487836750E-01     0.135212199E+00     0.138957104E+00     0.897773987E-01     0.859103548E-01     0.134671088E-01    -0.234324993E-01
     0.504359780E-01     0.136517123E+00     0.140308902E+00     0.909064654E-01     0.871372485E-01     0.135460705E-01    -0.242970438E-01
     0.520881440E-01     0.137747958E+00     0.141562956E+00     0.919364983E-01     0.882888863E-01     0.136263137E-01    -0.251570321E-01
     0.537401660E-01     0.138899332E+00     0.142713782E+00     0.928633836E-01     0.893603548E-01     0.137080441E-01    -0.260070965E-01
     0.553920420E-01     0.139966389E+00     0.143756561E+00     0.936836665E-01     0.903472560E-01     0.137914601E-01    -0.268419258E-01
     0.570437660E-01     0.140944814E+00     0.144687162E+00     0.943945702E-01     0.912457308E-01     0.138767503E-01    -0.276562939E-01
     0.586953340E-01     0.141830868E+00     0.145502176E+00     0.949940196E-01     0.920524911E-01     0.139640936E-01    -0.284450959E-01
     0.603467410E-01     0.142621412E+00     0.146198937E+00     0.954806555E-01     0.927648406E-01     0.140536569E-01    -0.292033790E-01
     0.619979830E-01     0.143313929E+00     0.146775544E+00     0.958538466E-01     0.933806967E-01     0.141455949E-01    -0.299263744E-01
     0.636490560E-01     0.143906545E+00     0.147230871E+00     0.961136964E-01     0.938986055E-01     0.142400489E-01    -0.306095278E-01
     0.652999540E-01     0.144398041E+00     0.147564583E+00     0.962610446E-01     0.943177537E-01     0.143371457E-01    -0.312485267E-01
     0.669506740E-01     0.144787864E+00     0.147777136E+00     0.962974656E-01     0.946379780E-01     0.144369969E-01    -0.318393306E-01
     0.686012100E-01     0.145076133E+00     0.147869776E+00     0.962252611E-01     0.948597679E-01     0.145396983E-01    -0.323781943E-01
     0.702515580E-01     0.145263642E+00     0.147844537E+00     0.960474479E-01     0.949842659E-01     0.146453293E-01    -0.328616939E-01
     0.719017150E-01     0.145351856E+00     0.147704231E+00     0.957677420E-01     0.950132634E-01     0.147539523E-01    -0.332867479E-01
     0.735516740E-01     0.145342903E+00     0.147452427E+00     0.953905382E-01     0.949491916E-01     0.148656121E-01    -0.336506368E-01
     0.752014320E-01     0.145239568E+00     0.147093437E+00     0.949208839E-01     0.947951092E-01     0.149803361E-01    -0.339510220E-01
     0.768509850E-01     0.145045272E+00     0.146632288E+00     0.943644505E-01     0.945546855E-01     0.150981338E-01    -0.341859605E-01
     0.785003270E-01     0.144764054E+00     0.146074693E+00     0.937275004E-01     0.942321797E-01     0.152189965E-01    -0.343539175E-01
     0.801494540E-01     0.144400550E+00     0.145427018E+00     0.930168484E-01     0.938324162E-01     0.153428978E-01    -0.344537775E-01
     0.817983620E-01     0.143959962E+00     0.144696242E+00     0.922398216E-01     0.933607562E-01     0.154697935E-01    -0.344848519E-01
     0.834470460E-01     0.143448031E+00     0.143889915E+00     0.914042152E-01     0.928230659E-01     0.155996219E-01    -0.344468838E-01
     0.850955010E-01     0.142870998E+00     0.143016115E+00     0.905182450E-01     0.922256815E-01     0.157323041E-01    -0.343400508E-01
     0.867437240E-01     0.142235567E+00     0.142083392E+00     0.895904958E-01     0.915753695E-01     0.158677447E-01    -0.341649645E-01
     0.883917090E-01     0.141548867E+00     0.141100723E+00     0.886298712E-01     0.908792872E-01     0.160058320E-01    -0.339226677E-01
     0.900394530E-01     0.140818403E+00     0.140077451E+00     0.876455354E-01     0.901449367E-01     0.161464390E-01    -0.336146281E-01
     0.916869500E-01     0.140052014E+00     0.139023230E+00     0.866468599E-01     0.893801204E-01     0.162894241E-01    -0.332427308E-01
     0.933341960E-01     0.139257820E+00     0.137947964E+00     0.856433616E-01     0.885928908E-01     0.164346318E-01    -0.328092668E-01
     0.949811860E-01     0.138444175E+00     0.136861744E+00     0.846446456E-01     0.877915009E-01     0.165818939E-01    -0.323169192E-01
     0.966279170E-01     0.137619611E+00     0.135774783E+00     0.836603427E-01     0.869843511E-01     0.167310305E-01    -0.317687469E-01
     0.982743830E-01     0.136792784E+00     0.134697358E+00     0.827000517E-01     0.861799384E-01     0.168818510E-01    -0.311681675E-01
     0.999205800E-01     0.135972424E+00     0.133639739E+00     0.817732757E-01     0.853868003E-01     0.170341553E-01    -0.305189348E-01
     0.101566500E+00     0.135167274E+00     0.132612128E+00     0.808893651E-01     0.846134630E-01     0.171877346E-01    -0.298251186E-01
     0.103212150E+00     0.134386031E+00     0.131624585E+00     0.800574476E-01     0.838683778E-01     0.173423749E-01    -0.290910709E-01
     0.104857510E+00     0.133637305E+00     0.130686984E+00     0.792863918E-01     0.831598863E-01     0.174978538E-01    -0.283214184E-01
     0.106502590E+00     0.132929543E+00     0.129808921E+00     0.785847212E-01     0.824961409E-01     0.176539477E-01    -0.275210077E-01
     0.108147370E+00     0.132270994E+00     0.128999684E+00     0.779605874E-01     0.818850773E-01     0.178104271E-01    -0.266949038E-01
     0.109791860E+00     0.131669637E+00     0.128268161E+00     0.774216912E-01     0.813343387E-01     0.179670643E-01    -0.258483292E-01
     0.111436050E+00     0.131133144E+00     0.127622810E+00     0.769752529E-01     0.808512452E-01     0.181236295E-01    -0.249866565E-01
     0.113079940E+00     0.130668821E+00     0.127071586E+00     0.766279535E-01     0.804427344E-01     0.182798956E-01    -0.241153596E-01
     0.114723510E+00     0.130283566E+00     0.126621904E+00     0.763858968E-01     0.801153231E-01     0.184356362E-01    -0.232399959E-01
     0.116366770E+00     0.129983814E+00     0.126280570E+00     0.762545598E-01     0.798750525E-01     0.185906325E-01    -0.223661439E-01
     0.118009710E+00     0.129775504E+00     0.126053754E+00     0.762387645E-01     0.797274584E-01     0.187446692E-01    -0.214993960E-01
     0.119652330E+00     0.129664031E+00     0.125946939E+00     0.763426411E-01     0.796775281E-01     0.188975394E-01    -0.206453065E-01
     0.121294620E+00     0.129654217E+00     0.125964892E+00     0.765695991E-01     0.797296679E-01     0.190490434E-01    -0.198093680E-01
     0.122936580E+00     0.129750271E+00     0.126111621E+00     0.769223046E-01     0.798876717E-01     0.191989923E-01    -0.189969656E-01
     0.124578200E+00     0.129955763E+00     0.126390355E+00     0.774026575E-01     0.801546933E-01     0.193472073E-01    -0.182133536E-01
     0.126219480E+00     0.130273599E+00     0.126803520E+00     0.780117808E-01     0.805332252E-01     0.194935224E-01    -0.174636123E-01
     0.127860420E+00     0.130706001E+00     0.127352719E+00     0.787500099E-01     0.810250801E-01     0.196377848E-01    -0.167526205E-01
     0.129501010E+00     0.131254484E+00     0.128038718E+00     0.796168816E-01     0.816313722E-01     0.197798551E-01    -0.160850291E-01
     0.131141240E+00     0.131919849E+00     0.128861437E+00     0.806111365E-01     0.823525084E-01     0.199196088E-01    -0.154652263E-01
     0.132781110E+00     0.132702175E+00     0.129819959E+00     0.817307310E-01     0.831881874E-01     0.200569383E-01    -0.148973058E-01
     0.134420620E+00     0.133600817E+00     0.130912521E+00     0.829728435E-01     0.841373969E-01     0.201917525E-01    -0.143850452E-01
     0.136059760E+00     0.134614400E+00     0.132136523E+00     0.843338801E-01     0.851984092E-01     0.203239766E-01    -0.139318843E-01
     0.137698530E+00     0.135740835E+00     0.133488552E+00     0.858095098E-01     0.863688012E-01     0.204535547E-01    -0.135408966E-01
     0.139336920E+00     0.136977319E+00     0.134964385E+00     0.873946725E-01     0.876454537E-01     0.205804479E-01    -0.132147747E-01
     0.140974930E+00     0.138320362E+00     0.136559032E+00     0.890836258E-01     0.890245830E-01     0.207046368E-01    -0.129558076E-01
     0.142612560E+00     0.139765802E+00     0.138266754E+00     0.908699716E-01     0.905017555E-01     0.208261204E-01    -0.127658690E-01
     0.144249790E+00     0.141308810E+00     0.140081080E+00     0.927466693E-01     0.920718936E-01     0.209449150E-01    -0.126464052E-01
     0.145886630E+00     0.142943963E+00     0.141994893E+00     0.947061348E-01     0.937293523E-01     0.210610580E-01    -0.125984205E-01
     0.147523080E+00     0.144665242E+00     0.144000437E+00     0.967402428E-01     0.954679165E-01     0.211746041E-01    -0.126224753E-01
     0.149159110E+00     0.146466043E+00     0.146089331E+00     0.988403476E-01     0.972808137E-01     0.212856245E-01    -0.127186775E-01
     0.150794740E+00     0.148339305E+00     0.148252726E+00     0.100997437E+00     0.991608421E-01     0.213942115E-01    -0.128866845E-01
     0.152429960E+00     0.150277466E+00     0.150481254E+00     0.103202089E+00     0.101100328E+00     0.215004726E-01    -0.131257015E-01
     0.154064760E+00     0.152272541E+00     0.152765125E+00     0.105444564E+00     0.103091206E+00     0.216045323E-01    -0.134344858E-01
     0.155699130E+00     0.154316173E+00     0.155094189E+00     0.107714868E+00     0.105125066E+00     0.217065309E-01    -0.138113532E-01
     0.157333090E+00     0.156399722E+00     0.157458043E+00     0.110002857E+00     0.107193248E+00     0.218066257E-01    -0.142541967E-01
     0.158966610E+00     0.158514221E+00     0.159845979E+00     0.112298188E+00     0.109286793E+00     0.219049852E-01    -0.147604781E-01
     0.160599690E+00     0.160650532E+00     0.162247168E+00     0.114590497E+00     0.111396602E+00     0.220017931E-01    -0.153272630E-01
     0.162232340E+00     0.162799379E+00     0.164650701E+00     0.116869436E+00     0.113513466E+00     0.220972457E-01    -0.159512355E-01
     0.163864540E+00     0.164951353E+00     0.167045596E+00     0.119124681E+00     0.115628076E+00     0.221915487E-01    -0.166287031E-01
     0.165496290E+00     0.167097043E+00     0.169420945E+00     0.121346074E+00     0.117731146E+00     0.222849187E-01    -0.173556367E-01
     0.167127590E+00     0.169227064E+00     0.171765951E+00     0.123523650E+00     0.119813446E+00     0.223775806E-01    -0.181276886E-01
     0.168758440E+00     0.171332120E+00     0.174069999E+00     0.125647710E+00     0.121865862E+00     0.224697665E-01    -0.189402195E-01
     0.170388820E+00     0.173403040E+00     0.176322697E+00     0.127708853E+00     0.123879431E+00     0.225617132E-01    -0.197883155E-01
     0.172018730E+00     0.175430888E+00     0.178513997E+00     0.129698092E+00     0.125845448E+00     0.226536628E-01    -0.206668387E-01
     0.173648180E+00     0.177407005E+00     0.180634245E+00     0.131606896E+00     0.127755511E+00     0.227458607E-01    -0.215704553E-01
     0.175277150E+00     0.179323021E+00     0.182674195E+00     0.133427199E+00     0.129601527E+00     0.228385519E-01    -0.224936461E-01
     0.176905640E+00     0.181170970E+00     0.184625130E+00     0.135151515E+00     0.131375829E+00     0.229319826E-01    -0.234307681E-01
     0.178533640E+00     0.182943307E+00     0.186478887E+00     0.136772951E+00     0.133071189E+00     0.230263963E-01    -0.243760729E-01
     0.180161160E+00     0.184632989E+00     0.188227939E+00     0.138285285E+00     0.134680898E+00     0.231220349E-01    -0.253237603E-01
     0.181788180E+00     0.186233476E+00     0.189865397E+00     0.139682959E+00     0.136198764E+00     0.232191335E-01    -0.262679848E-01
     0.183414710E+00     0.187738827E+00     0.191385114E+00     0.140961176E+00     0.137619209E+00     0.233179230E-01    -0.272029279E-01
     0.185040730E+00     0.189143693E+00     0.192781673E+00     0.142115878E+00     0.138937258E+00     0.234186250E-01    -0.281227993E-01
     0.186666250E+00     0.190443401E+00     0.194050473E+00     0.143143824E+00     0.140148620E+00     0.235214538E-01    -0.290219081E-01
     0.188291250E+00     0.191633939E+00     0.195187718E+00     0.144042573E+00     0.141249675E+00     0.236266116E-01    -0.298946647E-01
     0.189915750E+00     0.192712041E+00     0.196190491E+00     0.144810545E+00     0.142237546E+00     0.237342919E-01    -0.307356544E-01
     0.191539720E+00     0.193675141E+00     0.197056716E+00     0.145446985E+00     0.143110070E+00     0.238446718E-01    -0.315396241E-01
     0.193163160E+00     0.194521456E+00     0.197785232E+00     0.145952014E+00     0.143865859E+00     0.239579167E-01    -0.323015581E-01
     0.194786080E+00     0.195249978E+00     0.198375780E+00     0.146326619E+00     0.144504301E+00     0.240741778E-01    -0.330166975E-01
     0.196408470E+00     0.195860469E+00     0.198828999E+00     0.146572641E+00     0.145025553E+00     0.241935891E-01    -0.336805578E-01
     0.198030320E+00     0.196353485E+00     0.199146437E+00     0.146692775E+00     0.145430555E+00     0.243162677E-01    -0.342889675E-01
     0.199651620E+00     0.196730369E+00     0.199330546E+00     0.146690558E+00     0.145721029E+00     0.244423135E-01    -0.348380951E-01
     0.201272380E+00     0.196993250E+00     0.199384666E+00     0.146570349E+00     0.145899475E+00     0.245718095E-01    -0.353244801E-01
     0.202892590E+00     0.197145029E+00     0.199313007E+00     0.146337305E+00     0.145969149E+00     0.247048186E-01    -0.357450418E-01
     0.204512250E+00     0.197189363E+00     0.199120627E+00     0.145997349E+00     0.145934051E+00     0.248413856E-01    -0.360971091E-01
     0.206131340E+00     0.197130648E+00     0.198813406E+00     0.145557144E+00     0.145798906E+00     0.249815341E-01    -0.363784322E-01
     0.207749870E+00     0.196973995E+00     0.198398005E+00     0.145024043E+00     0.145569134E+00     0.251252704E-01    -0.365872071E-01
     0.209367830E+00     0.196725198E+00     0.197881833E+00     0.144406057E+00     0.145250819E+00     0.252725799E-01    -0.367220781E-01
     0.210985220E+00     0.196390698E+00     0.197272999E+00     0.143711796E+00     0.144850674E+00     0.254234289E-01    -0.367821529E-01
     0.212602030E+00     0.195977553E+00     0.196580270E+00     0.142950431E+00     0.144376005E+00     0.255777636E-01    -0.367670070E-01
     0.214218260E+00     0.195493384E+00     0.195813007E+00     0.142131623E+00     0.143834659E+00     0.257355118E-01    -0.366766886E-01
     0.215833900E+00     0.194946342E+00     0.194981120E+00     0.141265479E+00     0.143234986E+00     0.258965817E-01    -0.365117194E-01
     0.217448950E+00     0.194345043E+00     0.194094996E+00     0.140362477E+00     0.142585781E+00     0.260608642E-01    -0.362730916E-01
     0.219063410E+00     0.193698528E+00     0.193165442E+00     0.139433407E+00     0.141896230E+00     0.262282328E-01    -0.359622626E-01
     0.220677270E+00     0.193016202E+00     0.192203619E+00     0.138489311E+00     0.141175863E+00     0.263985430E-01    -0.355811492E-01
     0.222290520E+00     0.192307778E+00     0.191220973E+00     0.137541406E+00     0.140434486E+00     0.265716343E-01    -0.351321165E-01
     0.223903160E+00     0.191583209E+00     0.190229152E+00     0.136601015E+00     0.139682118E+00     0.267473323E-01    -0.346179602E-01
     0.225515200E+00     0.190852625E+00     0.189239939E+00     0.135679484E+00     0.138928928E+00     0.269254499E-01    -0.340418882E-01
