#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         184
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext (microns^2)       SSA              g 
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4185
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.889982154E+00     0.000000000E+00     0.000000000E+00
      1     0.213928288E+01     0.000000000E+00     0.000000000E+00     0.216744353E+01     0.000000000E+00     0.000000000E+00
      2     0.291220091E+01     0.395823642E+01     0.373159653E+01     0.279334324E+01    -0.685712661E-01    -0.702655498E-01
      3     0.246399987E+01     0.330633982E+01     0.331361298E+01     0.250250605E+01    -0.177772219E+00     0.744738513E-02
      4     0.198257408E+01     0.264481896E+01     0.253853827E+01     0.200881043E+01    -0.932835758E-02    -0.221582775E+00
      5     0.148240948E+01     0.172160804E+01     0.157954037E+01     0.144791089E+01     0.189518241E-01    -0.199097782E-01
      6     0.823375406E+00     0.126302483E+01     0.119552099E+01     0.833258492E+00     0.164898249E+00    -0.424121650E-01
      7     0.400341919E+00     0.403164883E+00     0.342975308E+00     0.429848022E+00     0.215134939E+00    -0.543477124E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4389
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.911172349E+00     0.000000000E+00     0.000000000E+00
      1     0.226554200E+01     0.000000000E+00     0.000000000E+00     0.228965216E+01     0.000000000E+00     0.000000000E+00
      2     0.305137262E+01     0.408327223E+01     0.390229232E+01     0.297432043E+01    -0.100939399E-01    -0.313402008E-01
      3     0.272395358E+01     0.358743701E+01     0.357874640E+01     0.276320317E+01    -0.166123561E+00     0.209080443E-01
      4     0.216670174E+01     0.287977225E+01     0.280571759E+01     0.223357365E+01    -0.323879234E-01    -0.130548604E+00
      5     0.159987694E+01     0.192126245E+01     0.178930148E+01     0.160772327E+01    -0.111520000E+00    -0.742617131E-01
      6     0.855160638E+00     0.131366632E+01     0.124576716E+01     0.901785417E+00     0.672863133E-01    -0.990159482E-01
      7     0.440620175E+00     0.477591533E+00     0.362116198E+00     0.408435847E+00     0.841505035E-01    -0.131516196E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4599
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.915597212E+00     0.000000000E+00     0.000000000E+00
      1     0.221299225E+01     0.000000000E+00     0.000000000E+00     0.225837196E+01     0.000000000E+00     0.000000000E+00
      2     0.300875109E+01     0.405010181E+01     0.385641251E+01     0.291754168E+01     0.288480002E-01    -0.291347463E-01
      3     0.263946530E+01     0.347941147E+01     0.350505981E+01     0.269883960E+01    -0.147327144E+00     0.524575885E-01
      4     0.222213187E+01     0.286278521E+01     0.277814028E+01     0.226594844E+01    -0.175566830E-01    -0.625598597E-01
      5     0.163639960E+01     0.196483672E+01     0.186970927E+01     0.166510982E+01    -0.238610031E+00    -0.585165599E-01
      6     0.962298260E+00     0.140424293E+01     0.132411229E+01     0.983574394E+00    -0.493142025E-01    -0.156066717E+00
      7     0.462401063E+00     0.515397793E+00     0.433839795E+00     0.448823317E+00    -0.770690758E-01    -0.182512696E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.4816
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.867315416E+00     0.000000000E+00     0.000000000E+00
      1     0.212024974E+01     0.000000000E+00     0.000000000E+00     0.218790144E+01     0.000000000E+00     0.000000000E+00
      2     0.289938225E+01     0.397314824E+01     0.367135586E+01     0.275373227E+01     0.165193528E-01    -0.126143019E+00
      3     0.248348012E+01     0.329277605E+01     0.331034618E+01     0.249967357E+01    -0.152128464E+00     0.369110954E-01
      4     0.202973997E+01     0.264886133E+01     0.253937162E+01     0.198951371E+01     0.987171743E-01    -0.502615269E-01
      5     0.161651859E+01     0.178124531E+01     0.162827817E+01     0.143419767E+01    -0.234610204E+00     0.291741744E+00
      6     0.904717865E+00     0.126643690E+01     0.129021188E+01     0.840076373E+00    -0.129965525E+00     0.176897519E+00
      7     0.480274251E+00     0.426322157E+00     0.450512744E+00     0.477704800E+00    -0.173307896E+00     0.213624085E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5038
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.871316936E+00     0.000000000E+00     0.000000000E+00
      1     0.210874754E+01     0.000000000E+00     0.000000000E+00     0.214017825E+01     0.000000000E+00     0.000000000E+00
      2     0.288457912E+01     0.393091173E+01     0.366817378E+01     0.275213565E+01    -0.859377346E-01    -0.910860927E-01
      3     0.244740520E+01     0.327042726E+01     0.326384173E+01     0.246494899E+01    -0.169451781E+00     0.142325944E-01
      4     0.203706300E+01     0.264917234E+01     0.253824465E+01     0.204160813E+01     0.185388579E-01    -0.214328363E+00
      5     0.154328910E+01     0.178844903E+01     0.164316375E+01     0.148689340E+01     0.593500969E-01     0.686494032E-01
      6     0.906753947E+00     0.132825845E+01     0.126165680E+01     0.903572876E+00     0.167887974E+00     0.238346121E-01
      7     0.424652923E+00     0.454992636E+00     0.403481662E+00     0.466626907E+00     0.224437367E+00     0.461157721E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5268
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.908484478E+00     0.000000000E+00     0.000000000E+00
      1     0.224683083E+01     0.000000000E+00     0.000000000E+00     0.227435767E+01     0.000000000E+00     0.000000000E+00
      2     0.305240633E+01     0.407069911E+01     0.388000571E+01     0.296103532E+01    -0.324742807E-01    -0.372440904E-01
      3     0.271274352E+01     0.356607852E+01     0.357218863E+01     0.276191935E+01    -0.157072368E+00     0.214461816E-01
      4     0.219382848E+01     0.289864420E+01     0.281690433E+01     0.226474408E+01    -0.177926375E-01    -0.160424930E+00
      5     0.164559392E+01     0.196617436E+01     0.182264493E+01     0.164851144E+01    -0.817174084E-01    -0.590092011E-01
      6     0.913423413E+00     0.137652367E+01     0.129917558E+01     0.945330584E+00     0.811490135E-01    -0.971275206E-01
      7     0.449304092E+00     0.494561467E+00     0.395283406E+00     0.429667241E+00     0.133876725E+00    -0.120214581E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5505
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.921807701E+00     0.000000000E+00     0.000000000E+00
      1     0.224894366E+01     0.000000000E+00     0.000000000E+00     0.228517739E+01     0.000000000E+00     0.000000000E+00
      2     0.306112432E+01     0.408116854E+01     0.390668597E+01     0.297732048E+01     0.450065127E-02    -0.258655898E-01
      3     0.273135768E+01     0.357230448E+01     0.359375521E+01     0.278985465E+01    -0.141978739E+00     0.453011981E-01
      4     0.228391873E+01     0.295333024E+01     0.287457765E+01     0.234023750E+01    -0.208715237E-01    -0.917805105E-01
      5     0.173673913E+01     0.205612926E+01     0.193713404E+01     0.173437431E+01    -0.170688977E+00    -0.493231603E-01
      6     0.101522186E+01     0.146516069E+01     0.140699763E+01     0.103704303E+01    -0.697949344E-02    -0.122896068E+00
      7     0.513488939E+00     0.560829808E+00     0.482116046E+00     0.485201763E+00    -0.193126275E-01    -0.155839618E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.5749
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.902220356E+00     0.000000000E+00     0.000000000E+00
      1     0.207038625E+01     0.000000000E+00     0.000000000E+00     0.214373726E+01     0.000000000E+00     0.000000000E+00
      2     0.285295117E+01     0.392860624E+01     0.368807289E+01     0.275430256E+01     0.772575896E-01    -0.111025565E+00
      3     0.241667162E+01     0.320927371E+01     0.323382206E+01     0.245774529E+01    -0.140781983E+00     0.666353189E-01
      4     0.208945109E+01     0.266150884E+01     0.257368178E+01     0.207227688E+01     0.331950600E-01    -0.543909334E-01
      5     0.167910757E+01     0.183993379E+01     0.175382316E+01     0.160220371E+01    -0.326812664E+00     0.162486386E+00
      6     0.105384232E+01     0.146787331E+01     0.145052496E+01     0.999345700E+00    -0.176237709E+00    -0.174238522E-01
      7     0.592195877E+00     0.533369388E+00     0.529260028E+00     0.547327027E+00    -0.294439057E+00    -0.961828729E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.6001
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.862765661E+00     0.000000000E+00     0.000000000E+00
      1     0.209106042E+01     0.000000000E+00     0.000000000E+00     0.214285572E+01     0.000000000E+00     0.000000000E+00
      2     0.287772873E+01     0.393200122E+01     0.363481067E+01     0.272590531E+01    -0.465104792E-01    -0.150916287E+00
      3     0.245997298E+01     0.325143844E+01     0.325347815E+01     0.244755109E+01    -0.157885344E+00     0.236484400E-01
      4     0.203943436E+01     0.263285629E+01     0.253367367E+01     0.199461286E+01     0.816387587E-01    -0.178057944E+00
      5     0.164613018E+01     0.179835084E+01     0.164859011E+01     0.147945262E+01    -0.220596279E-01     0.241231436E+00
      6     0.968157114E+00     0.135199703E+01     0.135178789E+01     0.906748423E+00     0.973217503E-01     0.143333805E+00
      7     0.475962880E+00     0.455436225E+00     0.462597620E+00     0.486929531E+00     0.109022203E+00     0.204905106E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.6261
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.894731751E+00     0.000000000E+00     0.000000000E+00
      1     0.218555086E+01     0.000000000E+00     0.000000000E+00     0.222007136E+01     0.000000000E+00     0.000000000E+00
      2     0.299530035E+01     0.401594286E+01     0.379081416E+01     0.286981313E+01    -0.675120618E-01    -0.738536845E-01
      3     0.261401072E+01     0.343876549E+01     0.346167759E+01     0.265565763E+01    -0.158812256E+00     0.205607898E-01
      4     0.212615079E+01     0.280850937E+01     0.271500613E+01     0.217117106E+01     0.115701158E-03    -0.209826811E+00
      5     0.163710776E+01     0.190306502E+01     0.175935860E+01     0.162224587E+01    -0.155545060E-01    -0.301428372E-01
      6     0.940854313E+00     0.140754192E+01     0.131382037E+01     0.933130035E+00     0.142948537E+00    -0.880432462E-01
      7     0.448524453E+00     0.475988041E+00     0.409322645E+00     0.452852187E+00     0.214656691E+00    -0.738195708E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.6530
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.915923544E+00     0.000000000E+00     0.000000000E+00
      1     0.224059299E+01     0.000000000E+00     0.000000000E+00     0.227089015E+01     0.000000000E+00     0.000000000E+00
      2     0.305265382E+01     0.406785076E+01     0.388912813E+01     0.297256836E+01    -0.189932372E-01    -0.359918662E-01
      3     0.273568192E+01     0.357213431E+01     0.357755014E+01     0.278441500E+01    -0.145562203E+00     0.405774439E-01
      4     0.226014462E+01     0.294749726E+01     0.287377079E+01     0.232920416E+01    -0.236666006E-01    -0.129659857E+00
      5     0.173121391E+01     0.204409327E+01     0.190751523E+01     0.172425258E+01    -0.132580927E+00    -0.364579962E-01
      6     0.100797490E+01     0.146577529E+01     0.140236481E+01     0.103211834E+01     0.212085632E-01    -0.907846723E-01
      7     0.517900437E+00     0.562847185E+00     0.469904250E+00     0.477512257E+00     0.322632054E-01    -0.120247909E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.6808
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.918701712E+00     0.000000000E+00     0.000000000E+00
      1     0.215176092E+01     0.000000000E+00     0.000000000E+00     0.221592135E+01     0.000000000E+00     0.000000000E+00
      2     0.294352972E+01     0.400385608E+01     0.380426710E+01     0.287978084E+01     0.277372586E-01    -0.425821493E-01
      3     0.256448875E+01     0.338947851E+01     0.340040691E+01     0.261894179E+01    -0.140350895E+00     0.696761907E-01
      4     0.217133593E+01     0.279602917E+01     0.272480571E+01     0.220247713E+01    -0.233408388E-01    -0.810734807E-01
      5     0.175820634E+01     0.195768650E+01     0.186680210E+01     0.172874407E+01    -0.210207075E+00     0.587268023E-01
      6     0.110808891E+01     0.155238524E+01     0.150931162E+01     0.106826937E+01    -0.563374727E-01    -0.360185868E-01
      7     0.624223346E+00     0.592286515E+00     0.592155968E+00     0.605026939E+00    -0.115423030E+00    -0.884552380E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.7095
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.892921037E+00     0.000000000E+00     0.000000000E+00
      1     0.205553224E+01     0.000000000E+00     0.000000000E+00     0.212043133E+01     0.000000000E+00     0.000000000E+00
      2     0.283109136E+01     0.390554134E+01     0.365287943E+01     0.271040497E+01     0.214597127E-01    -0.151279891E+00
      3     0.238552715E+01     0.316287662E+01     0.317429785E+01     0.236359318E+01    -0.147566916E+00     0.456858068E-01
      4     0.196282405E+01     0.254010468E+01     0.248108954E+01     0.190951379E+01     0.753096469E-01    -0.133493642E+00
      5     0.162706902E+01     0.169502583E+01     0.159024336E+01     0.145630007E+01    -0.152579439E+00     0.215393482E+00
      6     0.986689544E+00     0.136884014E+01     0.138666335E+01     0.881719658E+00     0.218271832E-01     0.103738403E+00
      7     0.508035609E+00     0.417178858E+00     0.457247041E+00     0.464160208E+00    -0.181369501E-01     0.137347231E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.7393
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.888097276E+00     0.000000000E+00     0.000000000E+00
      1     0.213375747E+01     0.000000000E+00     0.000000000E+00     0.215302138E+01     0.000000000E+00     0.000000000E+00
      2     0.293177421E+01     0.394948018E+01     0.372162722E+01     0.278000317E+01    -0.524991864E-01    -0.121680903E+00
      3     0.253154867E+01     0.331377422E+01     0.332422781E+01     0.249942857E+01    -0.165376748E+00     0.173609464E-01
      4     0.205373716E+01     0.267916775E+01     0.261900931E+01     0.205395609E+01     0.250711693E-01    -0.218363885E+00
      5     0.155357026E+01     0.178086979E+01     0.166583617E+01     0.153074708E+01     0.161218475E-02    -0.519363493E-01
      6     0.895584088E+00     0.135822437E+01     0.123298746E+01     0.839527170E+00     0.199270689E+00    -0.963682624E-01
      7     0.385588446E+00     0.391514207E+00     0.328973869E+00     0.385580180E+00     0.239764934E+00    -0.323152303E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.7700
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.902132652E+00     0.000000000E+00     0.000000000E+00
      1     0.221244466E+01     0.000000000E+00     0.000000000E+00     0.223747782E+01     0.000000000E+00     0.000000000E+00
      2     0.299973117E+01     0.403118671E+01     0.383001765E+01     0.289655611E+01    -0.356861433E-01    -0.577819652E-01
      3     0.266655337E+01     0.348340446E+01     0.348463259E+01     0.269131281E+01    -0.159140752E+00     0.343142106E-01
      4     0.213543155E+01     0.283386746E+01     0.275298109E+01     0.217157618E+01    -0.248149712E-01    -0.161794034E+00
      5     0.164356642E+01     0.189853567E+01     0.176560907E+01     0.161610114E+01    -0.109894756E+00    -0.205587951E-01
      6     0.942619007E+00     0.139100207E+01     0.131130351E+01     0.926275268E+00     0.525704539E-01    -0.626156916E-01
      7     0.493670287E+00     0.503817648E+00     0.405085838E+00     0.416307681E+00     0.794196916E-01    -0.847591872E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.8019
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.914842405E+00     0.000000000E+00     0.000000000E+00
      1     0.219305543E+01     0.000000000E+00     0.000000000E+00     0.224537286E+01     0.000000000E+00     0.000000000E+00
      2     0.297165866E+01     0.403308716E+01     0.383655546E+01     0.290563157E+01    -0.769280679E-02    -0.325982711E-01
      3     0.261450238E+01     0.345238324E+01     0.345488256E+01     0.266720158E+01    -0.141740238E+00     0.622214099E-01
      4     0.215661141E+01     0.281590227E+01     0.273817631E+01     0.219399814E+01    -0.650495427E-02    -0.837924929E-01
      5     0.166067783E+01     0.191351235E+01     0.181274670E+01     0.164221180E+01    -0.191954739E+00     0.562493472E-01
      6     0.102618397E+01     0.143719831E+01     0.137361884E+01     0.985321554E+00    -0.456419784E-01     0.667693157E-02
      7     0.500834763E+00     0.516818454E+00     0.507577494E+00     0.487256932E+00    -0.295613558E-01    -0.554568746E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.8350
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.917763256E+00     0.000000000E+00     0.000000000E+00
      1     0.209678634E+01     0.000000000E+00     0.000000000E+00     0.216821915E+01     0.000000000E+00     0.000000000E+00
      2     0.283595149E+01     0.394617454E+01     0.373921660E+01     0.277373531E+01     0.137579156E-02    -0.775813092E-01
      3     0.238724426E+01     0.321276939E+01     0.322172103E+01     0.243221346E+01    -0.148987076E+00     0.600299641E-01
      4     0.188886666E+01     0.254360729E+01     0.248732484E+01     0.192722469E+01    -0.131844176E-01    -0.150939555E+00
      5     0.162855367E+01     0.169918252E+01     0.157888145E+01     0.153764780E+01    -0.131714456E+00     0.863845002E-01
      6     0.982231844E+00     0.142455265E+01     0.144327540E+01     0.967246542E+00     0.625910568E-01     0.307967162E-01
      7     0.574938279E+00     0.501845160E+00     0.527619531E+00     0.590567498E+00     0.409189917E-01    -0.311911530E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.8693
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.912237905E+00     0.000000000E+00     0.000000000E+00
      1     0.214092644E+01     0.000000000E+00     0.000000000E+00     0.219201569E+01     0.000000000E+00     0.000000000E+00
      2     0.288640914E+01     0.397441460E+01     0.377107864E+01     0.279946054E+01    -0.184531002E-01    -0.117916280E+00
      3     0.249008967E+01     0.329467819E+01     0.329830261E+01     0.249348919E+01    -0.168447717E+00     0.189409078E-01
      4     0.193770543E+01     0.260401303E+01     0.256131714E+01     0.195944547E+01     0.111527465E-01    -0.181522519E+00
      5     0.146940783E+01     0.165160178E+01     0.156263397E+01     0.144349104E+01    -0.732941324E-01     0.125651684E-01
      6     0.811493848E+00     0.124597457E+01     0.120160836E+01     0.809903292E+00     0.138604245E+00    -0.170492078E-01
      7     0.363621340E+00     0.358101385E+00     0.323630625E+00     0.380017437E+00     0.139927971E+00    -0.373665203E-04
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.9049
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.905219409E+00     0.000000000E+00     0.000000000E+00
      1     0.220835824E+01     0.000000000E+00     0.000000000E+00     0.222387284E+01     0.000000000E+00     0.000000000E+00
      2     0.296754049E+01     0.401448411E+01     0.382875937E+01     0.287857093E+01    -0.250488875E-01    -0.739568335E-01
      3     0.263447221E+01     0.345148573E+01     0.343411991E+01     0.264424929E+01    -0.162304092E+00     0.222773443E-01
      4     0.208825776E+01     0.278080376E+01     0.271710731E+01     0.214099950E+01    -0.222690109E-01    -0.160793269E+00
      5     0.154208926E+01     0.183140103E+01     0.172426904E+01     0.159036217E+01    -0.941047138E-01    -0.101886931E+00
      6     0.872400385E+00     0.134718142E+01     0.121766501E+01     0.880537727E+00     0.103116653E+00    -0.124522906E+00
      7     0.407051398E+00     0.452137063E+00     0.355587981E+00     0.412296034E+00     0.136847970E+00    -0.125174148E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.9419
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.911087237E+00     0.000000000E+00     0.000000000E+00
      1     0.223219688E+01     0.000000000E+00     0.000000000E+00     0.225209511E+01     0.000000000E+00     0.000000000E+00
      2     0.297875644E+01     0.403987200E+01     0.386062664E+01     0.289190307E+01    -0.202120840E-01    -0.417297001E-01
      3     0.263679317E+01     0.346890425E+01     0.346076839E+01     0.265428218E+01    -0.145812001E+00     0.456275411E-01
      4     0.206282036E+01     0.276272504E+01     0.268938334E+01     0.208902276E+01     0.545443091E-03    -0.875715656E-01
      5     0.159234588E+01     0.181722578E+01     0.167482446E+01     0.150773266E+01    -0.197097711E+00     0.532240291E-01
      6     0.922525215E+00     0.130631537E+01     0.125439005E+01     0.854896350E+00    -0.522446662E-01     0.147002485E-01
      7     0.448872358E+00     0.441035941E+00     0.410809521E+00     0.378347365E+00    -0.746804477E-02    -0.546995938E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      1.9804
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.921987096E+00     0.000000000E+00     0.000000000E+00
      1     0.218973363E+01     0.000000000E+00     0.000000000E+00     0.223806927E+01     0.000000000E+00     0.000000000E+00
      2     0.291703592E+01     0.401789704E+01     0.383721084E+01     0.285472598E+01    -0.836733971E-02    -0.464759995E-01
      3     0.255670559E+01     0.337764667E+01     0.337909264E+01     0.259586706E+01    -0.143973813E+00     0.555360286E-01
      4     0.206660946E+01     0.272008258E+01     0.263792134E+01     0.205234525E+01     0.159272234E-01    -0.413380557E-01
      5     0.153639356E+01     0.175389953E+01     0.167766014E+01     0.146434110E+01    -0.215667365E+00     0.115628234E+00
      6     0.894238817E+00     0.124639439E+01     0.123860874E+01     0.845136286E+00    -0.867086696E-01     0.897829161E-01
      7     0.388721639E+00     0.389692707E+00     0.414316760E+00     0.383587049E+00    -0.619378543E-01     0.301221636E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      2.0204
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.901131467E+00     0.000000000E+00     0.000000000E+00
      1     0.211314917E+01     0.000000000E+00     0.000000000E+00     0.214452769E+01     0.000000000E+00     0.000000000E+00
      2     0.282218446E+01     0.392413715E+01     0.372076297E+01     0.274751734E+01    -0.486952039E-01    -0.733778231E-01
      3     0.241034721E+01     0.322226991E+01     0.318983797E+01     0.240562074E+01    -0.165073186E+00     0.295057029E-01
      4     0.193544855E+01     0.255252147E+01     0.249685092E+01     0.196102402E+01     0.276184265E-02    -0.208430688E+00
      5     0.153214709E+01     0.170525243E+01     0.157360026E+01     0.145396716E+01     0.463170873E-01     0.506068433E-01
      6     0.893388768E+00     0.130721216E+01     0.129005310E+01     0.894637569E+00     0.177889973E+00     0.737021388E-01
      7     0.433422921E+00     0.434064565E+00     0.420213856E+00     0.478296428E+00     0.225908316E+00     0.114895454E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      2.0621
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.922038205E+00     0.000000000E+00     0.000000000E+00
      1     0.223484176E+01     0.000000000E+00     0.000000000E+00     0.226848415E+01     0.000000000E+00     0.000000000E+00
      2     0.298907749E+01     0.405524971E+01     0.388561322E+01     0.291908847E+01    -0.146715794E-01    -0.664964601E-01
      3     0.268202753E+01     0.349630575E+01     0.348754903E+01     0.268594700E+01    -0.166143801E+00     0.142618789E-01
      4     0.208747370E+01     0.279125128E+01     0.275526669E+01     0.213128146E+01    -0.293538504E-01    -0.174903714E+00
      5     0.156193218E+01     0.181505547E+01     0.172590605E+01     0.157139248E+01    -0.736874818E-01    -0.789857388E-01
      6     0.857590546E+00     0.130608883E+01     0.123092720E+01     0.857338744E+00     0.107534821E+00    -0.710364016E-01
      7     0.362361223E+00     0.399454483E+00     0.354566914E+00     0.381149953E+00     0.157027293E+00    -0.120187355E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      2.1055
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.926506673E+00     0.000000000E+00     0.000000000E+00
      1     0.230679482E+01     0.000000000E+00     0.000000000E+00     0.232114488E+01     0.000000000E+00     0.000000000E+00
      2     0.309218048E+01     0.411631748E+01     0.397040506E+01     0.302338953E+01    -0.100353912E-01    -0.531081222E-01
      3     0.287210647E+01     0.367904197E+01     0.366719385E+01     0.288208152E+01    -0.148171203E+00     0.140509754E-01
      4     0.229304269E+01     0.301840352E+01     0.298096241E+01     0.236571870E+01    -0.245940134E-01    -0.134214858E+00
      5     0.173250830E+01     0.206380170E+01     0.194263018E+01     0.174399808E+01    -0.116663591E+00    -0.105133839E+00
      6     0.970840001E+00     0.143194643E+01     0.135573184E+01     0.100055819E+01     0.381827714E-01    -0.113851263E+00
      7     0.431482008E+00     0.523670932E+00     0.430864211E+00     0.418067740E+00     0.944484259E-01    -0.166247766E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      2.1508
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999999E+00     0.000000000E+00     0.000000000E+00     0.926057627E+00     0.000000000E+00     0.000000000E+00
      1     0.231663980E+01     0.000000000E+00     0.000000000E+00     0.231729927E+01     0.000000000E+00     0.000000000E+00
      2     0.312487968E+01     0.411856267E+01     0.398270823E+01     0.305247411E+01     0.131229115E-01    -0.448857687E-01
      3     0.293598486E+01     0.373046930E+01     0.371364723E+01     0.294117734E+01    -0.132392608E+00     0.290634876E-01
