#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         209
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext      SSA              g 
      7     0.541944579E+00     0.488836870E+00     0.299661927E+00     0.383281634E+00    -0.783544076E-01    -0.182103398E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2110
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999579E+00     0.000000000E+00     0.000000000E+00     0.875399910E+00     0.000000000E+00     0.000000000E+00
      1     0.206165432E+01     0.000000000E+00     0.000000000E+00     0.215469159E+01     0.000000000E+00     0.000000000E+00
      2     0.273782282E+01     0.391854609E+01     0.360836977E+01     0.258794795E+01    -0.169233652E-01    -0.453889929E-01
      3     0.199159579E+01     0.295370228E+01     0.302215534E+01     0.209332492E+01    -0.192283745E+00     0.197013488E-02
      4     0.165232905E+01     0.215210872E+01     0.196806251E+01     0.156189743E+01    -0.217593473E-01     0.150916634E-01
      5     0.936168723E+00     0.120567645E+01     0.116194812E+01     0.891679969E+00    -0.252754614E+00     0.620375859E-01
      6     0.567590179E+00     0.770467307E+00     0.774906273E+00     0.595462342E+00     0.123179421E-01    -0.331590982E-02
      7     0.445946611E+00     0.388240774E+00     0.240737797E+00     0.289845847E+00    -0.167056129E+00     0.464937389E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2128
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999598E+00     0.000000000E+00     0.000000000E+00     0.886551383E+00     0.000000000E+00     0.000000000E+00
      1     0.220788749E+01     0.000000000E+00     0.000000000E+00     0.229726561E+01     0.000000000E+00     0.000000000E+00
      2     0.291588315E+01     0.406703453E+01     0.378091970E+01     0.278056689E+01    -0.122027332E-01    -0.691949367E-02
      3     0.228907086E+01     0.327795457E+01     0.334928458E+01     0.240800850E+01    -0.191022745E+00     0.410248420E-02
      4     0.173376764E+01     0.238235498E+01     0.222517798E+01     0.172962615E+01    -0.383105851E-01    -0.279119159E-01
      5     0.109598958E+01     0.138565875E+01     0.127657181E+01     0.105293723E+01    -0.165081132E+00    -0.653174034E-05
      6     0.569863851E+00     0.837384377E+00     0.859783435E+00     0.662659476E+00     0.136901862E+00    -0.159033827E-01
      7     0.549025411E+00     0.497261911E+00     0.318944489E+00     0.407847131E+00    -0.331402802E-01    -0.249959894E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2146
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999611E+00     0.000000000E+00     0.000000000E+00     0.885857572E+00     0.000000000E+00     0.000000000E+00
      1     0.211535546E+01     0.000000000E+00     0.000000000E+00     0.221126051E+01     0.000000000E+00     0.000000000E+00
      2     0.279607946E+01     0.397539635E+01     0.368474339E+01     0.267310732E+01     0.178080946E-01    -0.705502364E-02
      3     0.210923231E+01     0.308133524E+01     0.313973395E+01     0.221601477E+01    -0.195061746E+00     0.181564921E-01
      4     0.167349549E+01     0.223705483E+01     0.208093651E+01     0.163642223E+01    -0.495541815E-01     0.162097341E-02
      5     0.101007392E+01     0.127965011E+01     0.121952234E+01     0.992909241E+00    -0.267006008E+00    -0.930193796E-02
      6     0.559538716E+00     0.820408584E+00     0.831071323E+00     0.636742680E+00     0.371465382E-01    -0.364199871E-01
      7     0.501511361E+00     0.438742900E+00     0.261660911E+00     0.347320766E+00    -0.166008236E+00    -0.479336359E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2165
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999623E+00     0.000000000E+00     0.000000000E+00     0.884619967E+00     0.000000000E+00     0.000000000E+00
      1     0.219428889E+01     0.000000000E+00     0.000000000E+00     0.228183865E+01     0.000000000E+00     0.000000000E+00
      2     0.289894509E+01     0.405135576E+01     0.376430137E+01     0.276816412E+01    -0.108977073E-01    -0.237181458E-01
      3     0.227480791E+01     0.325800707E+01     0.331912211E+01     0.238416073E+01    -0.194508522E+00    -0.749961624E-02
      4     0.172881075E+01     0.236816543E+01     0.221835329E+01     0.172860384E+01    -0.413776078E-01    -0.364400552E-01
      5     0.110940766E+01     0.139100927E+01     0.127844072E+01     0.106444378E+01    -0.164876153E+00     0.140406675E-01
      6     0.575724421E+00     0.854788941E+00     0.877865180E+00     0.671549229E+00     0.131904021E+00    -0.129966800E-01
      7     0.555136442E+00     0.498765251E+00     0.324216225E+00     0.426782370E+00    -0.364265591E-01     0.164439087E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2183
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999633E+00     0.000000000E+00     0.000000000E+00     0.891144018E+00     0.000000000E+00     0.000000000E+00
      1     0.217593306E+01     0.000000000E+00     0.000000000E+00     0.226817287E+01     0.000000000E+00     0.000000000E+00
      2     0.288305973E+01     0.403732007E+01     0.375810763E+01     0.275754031E+01    -0.932811027E-03     0.609418113E-02
      3     0.224530406E+01     0.322306291E+01     0.328907789E+01     0.235469237E+01    -0.188054780E+00     0.176170052E-01
      4     0.172634794E+01     0.234885826E+01     0.220351210E+01     0.171567167E+01    -0.365267584E-01    -0.138272605E-01
      5     0.108016802E+01     0.135985067E+01     0.127132965E+01     0.104867763E+01    -0.217591537E+00    -0.307398139E-01
      6     0.563565073E+00     0.840443762E+00     0.851381329E+00     0.634650104E+00     0.764663836E-01    -0.408659750E-01
      7     0.503642454E+00     0.438333305E+00     0.279023309E+00     0.365247302E+00    -0.835651983E-01    -0.228298710E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2203
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999648E+00     0.000000000E+00     0.000000000E+00     0.887125358E+00     0.000000000E+00     0.000000000E+00
      1     0.216941201E+01     0.000000000E+00     0.000000000E+00     0.226201568E+01     0.000000000E+00     0.000000000E+00
      2     0.287255799E+01     0.403043881E+01     0.374423683E+01     0.274710732E+01    -0.960952425E-02    -0.300509690E-01
      3     0.223644623E+01     0.321231339E+01     0.327090937E+01     0.233638061E+01    -0.195884304E+00    -0.659611097E-02
      4     0.171429071E+01     0.233124911E+01     0.219774837E+01     0.172045287E+01    -0.375405263E-01    -0.335106349E-01
      5     0.113177055E+01     0.139220844E+01     0.127970228E+01     0.108109800E+01    -0.183017186E+00     0.556216643E-01
      6     0.610145012E+00     0.895014348E+00     0.923348357E+00     0.701059868E+00     0.101891727E+00     0.283147335E-01
      7     0.580906413E+00     0.513886517E+00     0.352649553E+00     0.459708892E+00    -0.585567821E-01     0.391164822E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2222
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999653E+00     0.000000000E+00     0.000000000E+00     0.888423647E+00     0.000000000E+00     0.000000000E+00
      1     0.220651754E+01     0.000000000E+00     0.000000000E+00     0.229718681E+01     0.000000000E+00     0.000000000E+00
      2     0.291651160E+01     0.406707370E+01     0.378627441E+01     0.280082229E+01     0.770678496E-03     0.403311491E-02
      3     0.232303667E+01     0.330422574E+01     0.335533022E+01     0.242632826E+01    -0.191963164E+00     0.139732112E-01
      4     0.176236570E+01     0.241032932E+01     0.227250485E+01     0.176525274E+01    -0.539668646E-01    -0.232454320E-01
      5     0.111148475E+01     0.140831190E+01     0.130401539E+01     0.106873793E+01    -0.196515783E+00    -0.269698130E-01
      6     0.542304171E+00     0.825116607E+00     0.853131811E+00     0.635987850E+00     0.982392094E-01    -0.347689443E-01
      7     0.496952555E+00     0.441597454E+00     0.276307179E+00     0.370097923E+00    -0.583879766E-01    -0.218889410E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2242
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999670E+00     0.000000000E+00     0.000000000E+00     0.890946609E+00     0.000000000E+00     0.000000000E+00
      1     0.214230526E+01     0.000000000E+00     0.000000000E+00     0.224088516E+01     0.000000000E+00     0.000000000E+00
      2     0.284409862E+01     0.400808686E+01     0.372438677E+01     0.272532826E+01    -0.632105295E-02    -0.372972307E-01
      3     0.219470528E+01     0.316235604E+01     0.321959289E+01     0.228673571E+01    -0.196550096E+00    -0.583842382E-02
      4     0.169808108E+01     0.229276318E+01     0.217554123E+01     0.170959423E+01    -0.373256764E-01    -0.388621891E-01
      5     0.115106298E+01     0.138832359E+01     0.127845506E+01     0.109507931E+01    -0.215977229E+00     0.519786472E-01
      6     0.639910196E+00     0.931298328E+00     0.964949574E+00     0.722552629E+00     0.561789190E-01     0.136971048E-01
      7     0.602688743E+00     0.519777763E+00     0.374249961E+00     0.485527768E+00    -0.984965762E-01     0.289196907E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2262
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999678E+00     0.000000000E+00     0.000000000E+00     0.891029757E+00     0.000000000E+00     0.000000000E+00
      1     0.220749134E+01     0.000000000E+00     0.000000000E+00     0.229758802E+01     0.000000000E+00     0.000000000E+00
      2     0.293050724E+01     0.406974068E+01     0.379289429E+01     0.280961145E+01    -0.140578622E-02     0.375013705E-02
      3     0.233931446E+01     0.331472627E+01     0.337162687E+01     0.243648442E+01    -0.185736990E+00     0.152970333E-01
      4     0.177256195E+01     0.242330766E+01     0.230086990E+01     0.179513727E+01    -0.324285489E-01    -0.213814832E-01
      5     0.114205344E+01     0.144085194E+01     0.131972442E+01     0.109546239E+01    -0.197455350E+00    -0.317720241E-01
      6     0.565377314E+00     0.858926244E+00     0.879646275E+00     0.652833340E+00     0.893671435E-01    -0.425465976E-01
      7     0.498801351E+00     0.444405213E+00     0.286633834E+00     0.380001649E+00    -0.457509672E-01    -0.284848617E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2283
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999688E+00     0.000000000E+00     0.000000000E+00     0.889178108E+00     0.000000000E+00     0.000000000E+00
      1     0.221971199E+01     0.000000000E+00     0.000000000E+00     0.230562362E+01     0.000000000E+00     0.000000000E+00
      2     0.294712258E+01     0.407920626E+01     0.380172368E+01     0.282000106E+01    -0.102211856E-01    -0.196701778E-01
      3     0.236293906E+01     0.333937384E+01     0.339789581E+01     0.245985561E+01    -0.187932598E+00    -0.540395007E-02
      4     0.176925124E+01     0.243819609E+01     0.231396686E+01     0.179722152E+01    -0.291223854E-01    -0.372369220E-01
      5     0.116682753E+01     0.145512422E+01     0.132024607E+01     0.111208338E+01    -0.163369798E+00     0.158171933E-01
      6     0.575403008E+00     0.878165464E+00     0.896988322E+00     0.660894456E+00     0.121984822E+00    -0.167546398E-02
      7     0.522318955E+00     0.462477343E+00     0.310054690E+00     0.414847813E+00    -0.552329419E-02     0.797322215E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2304
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999701E+00     0.000000000E+00     0.000000000E+00     0.892900412E+00     0.000000000E+00     0.000000000E+00
      1     0.212599206E+01     0.000000000E+00     0.000000000E+00     0.222594905E+01     0.000000000E+00     0.000000000E+00
      2     0.283252977E+01     0.399371200E+01     0.371281745E+01     0.271794030E+01    -0.594778608E-02    -0.312887396E-01
      3     0.217976951E+01     0.314108761E+01     0.319565540E+01     0.226617015E+01    -0.193312571E+00     0.710469356E-02
      4     0.169716313E+01     0.228284869E+01     0.217626112E+01     0.171613358E+01    -0.304505605E-01    -0.350267344E-01
      5     0.117125534E+01     0.139765164E+01     0.128598316E+01     0.111516495E+01    -0.237687890E+00     0.503464023E-01
      6     0.661339092E+00     0.963798127E+00     0.993951702E+00     0.735990115E+00     0.195812374E-01     0.935068243E-02
      7     0.605908632E+00     0.515588511E+00     0.378821870E+00     0.490922244E+00    -0.119423161E+00     0.267409282E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.2326
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999707E+00     0.000000000E+00     0.000000000E+00     0.891538695E+00     0.000000000E+00     0.000000000E+00
      1     0.220524083E+01     0.000000000E+00     0.000000000E+00     0.229298824E+01     0.000000000E+00     0.000000000E+00
      2     0.293317175E+01     0.406635167E+01     0.379274081E+01     0.281485375E+01     0.280832767E-02     0.432064128E-02
      3     0.235165077E+01     0.332167597E+01     0.337602794E+01     0.245002041E+01    -0.184713642E+00     0.181558293E-01
