#
# ARTDECO : Beta_l
#
# Used model for truncation was:
 dm
# number of wavelengths
         209
# wlambda(microns)     nBetal     Trunc. Coeff.     Cext      SSA              g 
      3     0.235020299E+01     0.321036801E+01     0.322393181E+01     0.238036789E+01    -0.173879277E+00     0.332601794E-01
      4     0.189368859E+01     0.250392307E+01     0.239932578E+01     0.187283579E+01     0.261980112E-01    -0.658220106E-01
      5     0.140664799E+01     0.159202916E+01     0.146151074E+01     0.128283285E+01    -0.190714397E+00     0.148473078E+00
      6     0.771445168E+00     0.112850968E+01     0.113007353E+01     0.732793773E+00    -0.728156760E-01     0.993634124E-01
      7     0.436838958E+00     0.355797455E+00     0.321764091E+00     0.376245140E+00    -0.557210831E-01     0.885534473E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7273
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.911562233E+00     0.000000000E+00     0.000000000E+00
      1     0.220120981E+01     0.000000000E+00     0.000000000E+00     0.226002795E+01     0.000000000E+00     0.000000000E+00
      2     0.297482910E+01     0.404582813E+01     0.383324778E+01     0.287781535E+01    -0.150206605E-01    -0.530115945E-01
      3     0.250924494E+01     0.340247644E+01     0.343548934E+01     0.256989708E+01    -0.184991903E+00     0.296788236E-03
      4     0.188082726E+01     0.260922150E+01     0.253189880E+01     0.193474556E+01    -0.942976735E-02    -0.125179124E+00
      5     0.143135598E+01     0.162347618E+01     0.147544714E+01     0.136045990E+01    -0.136583774E+00     0.198341695E-01
      6     0.707175015E+00     0.113303181E+01     0.113727352E+01     0.742911414E+00     0.767646235E-01     0.340166444E-03
      7     0.437695688E+00     0.370084852E+00     0.309812798E+00     0.414259865E+00     0.805480649E-01    -0.865694386E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7326
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.907757641E+00     0.000000000E+00     0.000000000E+00
      1     0.225798331E+01     0.000000000E+00     0.000000000E+00     0.229454054E+01     0.000000000E+00     0.000000000E+00
      2     0.303548708E+01     0.408469828E+01     0.388482000E+01     0.294142707E+01    -0.594066119E-02    -0.310380112E-01
      3     0.263587086E+01     0.353076816E+01     0.354333405E+01     0.268697951E+01    -0.177657913E+00     0.446470301E-02
      4     0.200139906E+01     0.274211686E+01     0.265247575E+01     0.204500020E+01    -0.277268276E-01    -0.940428216E-01
      5     0.142151440E+01     0.170350463E+01     0.156863783E+01     0.138707192E+01    -0.139154063E+00    -0.396567114E-01
      6     0.665619483E+00     0.108928715E+01     0.106306599E+01     0.716673133E+00     0.762536079E-01    -0.473188865E-01
      7     0.378367534E+00     0.355779231E+00     0.239228282E+00     0.321254427E+00     0.640110876E-01    -0.493027906E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7380
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.905102879E+00     0.000000000E+00     0.000000000E+00
      1     0.219316901E+01     0.000000000E+00     0.000000000E+00     0.223582080E+01     0.000000000E+00     0.000000000E+00
      2     0.297493323E+01     0.402567286E+01     0.381621814E+01     0.288043497E+01     0.341678342E-01    -0.216303899E-01
      3     0.253683370E+01     0.341698160E+01     0.343317931E+01     0.259952859E+01    -0.167755556E+00     0.371236600E-01
      4     0.202025155E+01     0.270618387E+01     0.260520595E+01     0.205841109E+01    -0.183668396E-01    -0.417282784E-01
      5     0.140536242E+01     0.170837902E+01     0.160931846E+01     0.143858872E+01    -0.207209368E+00    -0.662357264E-01
      6     0.728913521E+00     0.117291782E+01     0.109791636E+01     0.779531568E+00     0.256401289E-01    -0.117492524E+00
      7     0.378745410E+00     0.382121301E+00     0.264251509E+00     0.353897042E+00    -0.248833519E-01    -0.111824943E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7435
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.891121942E+00     0.000000000E+00     0.000000000E+00
      1     0.214168565E+01     0.000000000E+00     0.000000000E+00     0.220439929E+01     0.000000000E+00     0.000000000E+00
      2     0.290514288E+01     0.398785655E+01     0.373491492E+01     0.278984187E+01    -0.211524069E-01    -0.505227918E-01
      3     0.241636822E+01     0.328857392E+01     0.331139492E+01     0.245958407E+01    -0.170260367E+00     0.331301393E-01
      4     0.190513400E+01     0.255303968E+01     0.245226408E+01     0.190133582E+01     0.409362401E-01    -0.524928077E-01
      5     0.144142912E+01     0.162346522E+01     0.149202455E+01     0.133293814E+01    -0.220699280E+00     0.145948053E+00
      6     0.765458706E+00     0.114780877E+01     0.114870449E+01     0.740729272E+00    -0.826845196E-01     0.796379620E-01
      7     0.450834072E+00     0.368043297E+00     0.336847114E+00     0.406421686E+00    -0.706164467E-01     0.764257789E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7491
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.901917859E+00     0.000000000E+00     0.000000000E+00
      1     0.216652925E+01     0.000000000E+00     0.000000000E+00     0.222977514E+01     0.000000000E+00     0.000000000E+00
      2     0.293216396E+01     0.401350660E+01     0.377971937E+01     0.282649138E+01    -0.115391923E-01    -0.541730982E-01
      3     0.244888265E+01     0.333153290E+01     0.336364931E+01     0.251022626E+01    -0.188587112E+00     0.175323908E-02
      4     0.184562612E+01     0.255958899E+01     0.247273480E+01     0.189232973E+01    -0.118745798E-01    -0.135070329E+00
      5     0.141869977E+01     0.159508017E+01     0.145637137E+01     0.136923972E+01    -0.143287249E+00     0.429928713E-01
      6     0.705785770E+00     0.115506326E+01     0.114502848E+01     0.753886225E+00     0.651193921E-01     0.281739383E-03
      7     0.454943310E+00     0.386183520E+00     0.311005083E+00     0.443813491E+00     0.558820070E-01    -0.145788513E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7547
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.908266811E+00     0.000000000E+00     0.000000000E+00
      1     0.225504590E+01     0.000000000E+00     0.000000000E+00     0.229648901E+01     0.000000000E+00     0.000000000E+00
      2     0.303214719E+01     0.408576536E+01     0.388377030E+01     0.294472419E+01    -0.562150477E-02    -0.296127712E-01
      3     0.263148235E+01     0.353056409E+01     0.354207357E+01     0.269013773E+01    -0.179063809E+00     0.488248316E-02
      4     0.199733640E+01     0.274216510E+01     0.265331892E+01     0.205143053E+01    -0.277647874E-01    -0.968153632E-01
      5     0.142737259E+01     0.170967354E+01     0.157519631E+01     0.140519003E+01    -0.135320210E+00    -0.260033970E-01
      6     0.673305889E+00     0.110632440E+01     0.107958805E+01     0.736691620E+00     0.776517477E-01    -0.325443745E-01
      7     0.386708619E+00     0.369601591E+00     0.256065375E+00     0.347611145E+00     0.685210793E-01    -0.387230546E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7605
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.903211467E+00     0.000000000E+00     0.000000000E+00
      1     0.221463569E+01     0.000000000E+00     0.000000000E+00     0.225430404E+01     0.000000000E+00     0.000000000E+00
      2     0.300815871E+01     0.404661314E+01     0.383507462E+01     0.290515460E+01    -0.117849402E-01    -0.127168186E-01
      3     0.258365160E+01     0.346632305E+01     0.348596049E+01     0.264334599E+01    -0.164495380E+00     0.294911228E-01
      4     0.202491047E+01     0.273639315E+01     0.263628448E+01     0.206722284E+01    -0.452491273E-01    -0.792103421E-01
      5     0.148043967E+01     0.174898745E+01     0.161322029E+01     0.145377182E+01    -0.139843413E+00    -0.444291236E-01
      6     0.762074910E+00     0.119986391E+01     0.115807471E+01     0.801443527E+00     0.540705780E-01    -0.666733064E-01
      7     0.432647385E+00     0.413694108E+00     0.313486469E+00     0.398354711E+00     0.443975221E-01    -0.810412449E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7663
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999993E+00     0.000000000E+00     0.000000000E+00     0.888760480E+00     0.000000000E+00     0.000000000E+00
      1     0.212958094E+01     0.000000000E+00     0.000000000E+00     0.218514414E+01     0.000000000E+00     0.000000000E+00
      2     0.290028684E+01     0.397100125E+01     0.371767245E+01     0.277052515E+01     0.313689933E-01    -0.810975359E-01
      3     0.240615068E+01     0.326458590E+01     0.329007034E+01     0.243356228E+01    -0.167610053E+00     0.390566812E-01
      4     0.187491918E+01     0.252908723E+01     0.243258080E+01     0.186227332E+01     0.463904684E-01    -0.443219347E-01
      5     0.144711310E+01     0.159539086E+01     0.146904264E+01     0.134703253E+01    -0.291956091E+00     0.114560103E+00
      6     0.762832395E+00     0.117674979E+01     0.115790534E+01     0.729059994E+00    -0.112596949E+00    -0.170281197E-01
      7     0.482501169E+00     0.374400621E+00     0.306046152E+00     0.389259554E+00    -0.156317099E+00     0.582245681E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7722
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999994E+00     0.000000000E+00     0.000000000E+00     0.892529209E+00     0.000000000E+00     0.000000000E+00
      1     0.212554690E+01     0.000000000E+00     0.000000000E+00     0.218495902E+01     0.000000000E+00     0.000000000E+00
      2     0.288064073E+01     0.396757263E+01     0.372029579E+01     0.276874815E+01    -0.370941291E-01    -0.657608426E-01
      3     0.238588300E+01     0.325056765E+01     0.327087945E+01     0.243100184E+01    -0.188613751E+00     0.144200677E-01
      4     0.185175346E+01     0.251762762E+01     0.241911133E+01     0.185967121E+01    -0.731362682E-02    -0.136195395E+00
      5     0.142943891E+01     0.158441763E+01     0.144382567E+01     0.132314060E+01    -0.119023729E+00     0.897254769E-01
      6     0.753170048E+00     0.115382295E+01     0.116575571E+01     0.758210016E+00     0.344554546E-01     0.561189278E-01
      7     0.472451176E+00     0.388592376E+00     0.338711729E+00     0.433731965E+00     0.409708888E-01     0.513317737E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7782
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999994E+00     0.000000000E+00     0.000000000E+00     0.907536232E+00     0.000000000E+00     0.000000000E+00
      1     0.223384107E+01     0.000000000E+00     0.000000000E+00     0.227754749E+01     0.000000000E+00     0.000000000E+00
      2     0.301556419E+01     0.406721693E+01     0.386028391E+01     0.291713578E+01    -0.114152199E-01    -0.368177727E-01
      3     0.259050453E+01     0.348347832E+01     0.350366115E+01     0.264315246E+01    -0.179516100E+00     0.150681648E-02
      4     0.195479024E+01     0.269422481E+01     0.261013598E+01     0.200550983E+01    -0.150507040E-01    -0.114440829E+00
      5     0.144147791E+01     0.168203355E+01     0.154086319E+01     0.140109678E+01    -0.133470541E+00     0.532733059E-02
      6     0.689817033E+00     0.113240065E+01     0.110699711E+01     0.733763991E+00     0.767578715E-01    -0.141271111E-01
      7     0.402510816E+00     0.361786762E+00     0.267327602E+00     0.368228317E+00     0.844083275E-01    -0.245124013E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7843
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999994E+00     0.000000000E+00     0.000000000E+00     0.912167196E+00     0.000000000E+00     0.000000000E+00
      1     0.226398957E+01     0.000000000E+00     0.000000000E+00     0.230663922E+01     0.000000000E+00     0.000000000E+00
      2     0.305490334E+01     0.409801656E+01     0.390074447E+01     0.296284703E+01    -0.479197397E-02    -0.174284359E-01
      3     0.265929245E+01     0.355544503E+01     0.357910594E+01     0.272699282E+01    -0.164923883E+00     0.200867521E-01
      4     0.206204459E+01     0.279512784E+01     0.270458089E+01     0.212165239E+01    -0.119634630E-01    -0.704197886E-01
      5     0.147170845E+01     0.178135810E+01     0.164515288E+01     0.145466278E+01    -0.157503519E+00    -0.410953709E-01
      6     0.722227254E+00     0.115091151E+01     0.111768271E+01     0.780306701E+00     0.492457529E-01    -0.667843449E-01
      7     0.385511305E+00     0.389065468E+00     0.280185303E+00     0.347106720E+00     0.507032050E-01    -0.769960108E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7905
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.905740150E+00     0.000000000E+00     0.000000000E+00
      1     0.212496135E+01     0.000000000E+00     0.000000000E+00     0.219060759E+01     0.000000000E+00     0.000000000E+00
      2     0.289415536E+01     0.397453221E+01     0.374714557E+01     0.280066522E+01     0.464224804E-01    -0.582657660E-01
      3     0.240861298E+01     0.327148988E+01     0.329629809E+01     0.246489845E+01    -0.168348894E+00     0.458989926E-01
      4     0.191882017E+01     0.257157211E+01     0.248619999E+01     0.194564746E+01    -0.560916681E-02    -0.572938500E-01
      5     0.145418593E+01     0.164511109E+01     0.154156430E+01     0.142586711E+01    -0.275105197E+00     0.328391777E-01
      6     0.787684249E+00     0.123057553E+01     0.121002808E+01     0.821281615E+00    -0.729239017E-01    -0.824037120E-01
      7     0.493949034E+00     0.427767192E+00     0.338847146E+00     0.441038736E+00    -0.152127031E+00    -0.753593603E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.7968
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.893131976E+00     0.000000000E+00     0.000000000E+00
      1     0.213167778E+01     0.000000000E+00     0.000000000E+00     0.219364687E+01     0.000000000E+00     0.000000000E+00
      2     0.288912734E+01     0.397622694E+01     0.372808813E+01     0.277882010E+01    -0.317228261E-01    -0.764490607E-01
      3     0.240259044E+01     0.326713821E+01     0.328693240E+01     0.244459445E+01    -0.185268949E+00     0.179188729E-01
      4     0.185925080E+01     0.252764719E+01     0.243555218E+01     0.187102168E+01     0.948980164E-02    -0.127101441E+00
      5     0.145558212E+01     0.160333158E+01     0.145971660E+01     0.134345235E+01    -0.131867998E+00     0.121957346E+00
      6     0.766970067E+00     0.117208921E+01     0.118888043E+01     0.771026518E+00     0.223621895E-01     0.742478416E-01
      7     0.485402226E+00     0.398623466E+00     0.353463610E+00     0.447736414E+00     0.295750381E-01     0.805205034E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8032
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.909116497E+00     0.000000000E+00     0.000000000E+00
      1     0.222914639E+01     0.000000000E+00     0.000000000E+00     0.227744462E+01     0.000000000E+00     0.000000000E+00
      2     0.301796488E+01     0.406753132E+01     0.385929158E+01     0.291885256E+01    -0.210493155E-01    -0.420576248E-01
      3     0.258504157E+01     0.347940726E+01     0.350811619E+01     0.265069382E+01    -0.176175971E+00     0.122892296E-02
      4     0.197130173E+01     0.270767836E+01     0.261903026E+01     0.202943957E+01    -0.123523895E-01    -0.124431122E+00
      5     0.143830927E+01     0.169741116E+01     0.155125129E+01     0.139861464E+01    -0.104053419E+00    -0.258614512E-01
      6     0.706516942E+00     0.113472028E+01     0.111050390E+01     0.750553327E+00     0.104404304E+00    -0.311605114E-01
      7     0.383503834E+00     0.360576991E+00     0.283091516E+00     0.370843982E+00     0.121754236E+00    -0.323678188E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8097
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.908723743E+00     0.000000000E+00     0.000000000E+00
      1     0.225902964E+01     0.000000000E+00     0.000000000E+00     0.229830288E+01     0.000000000E+00     0.000000000E+00
      2     0.304329385E+01     0.408913470E+01     0.388832548E+01     0.294756728E+01    -0.290727850E-02    -0.201253210E-01
      3     0.265239128E+01     0.354081630E+01     0.356002602E+01     0.271247914E+01    -0.168854357E+00     0.186613392E-01
      4     0.204909080E+01     0.278188582E+01     0.268616890E+01     0.209145790E+01    -0.216120345E-01    -0.767712976E-01
      5     0.147522655E+01     0.176284266E+01     0.163217640E+01     0.144752659E+01    -0.158409089E+00    -0.319872350E-01
      6     0.715387985E+00     0.114706729E+01     0.111780678E+01     0.766031898E+00     0.433345506E-01    -0.617810592E-01
      7     0.406435372E+00     0.391728669E+00     0.269854929E+00     0.338865137E+00     0.314881557E-01    -0.737484088E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8163
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.903848188E+00     0.000000000E+00     0.000000000E+00
      1     0.216000041E+01     0.000000000E+00     0.000000000E+00     0.221244578E+01     0.000000000E+00     0.000000000E+00
      2     0.293415518E+01     0.399939734E+01     0.378003648E+01     0.284173499E+01     0.106918970E-01    -0.207252472E-01
      3     0.248150228E+01     0.335024731E+01     0.336457666E+01     0.253407929E+01    -0.164528749E+00     0.444685052E-01
      4     0.202628709E+01     0.266371872E+01     0.256421278E+01     0.203349403E+01    -0.903220564E-03    -0.277624906E-01
      5     0.140181299E+01     0.168934358E+01     0.160025451E+01     0.138599002E+01    -0.250141420E+00     0.310490145E-01
      6     0.750940730E+00     0.114461598E+01     0.109968868E+01     0.760643396E+00    -0.796456782E-01    -0.364436767E-01
      7     0.361419618E+00     0.347125928E+00     0.266625162E+00     0.312325913E+00    -0.102418645E+00    -0.475271564E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8231
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.901374746E+00     0.000000000E+00     0.000000000E+00
      1     0.212194540E+01     0.000000000E+00     0.000000000E+00     0.219049188E+01     0.000000000E+00     0.000000000E+00
      2     0.288683457E+01     0.397321566E+01     0.373351902E+01     0.277763965E+01     0.390931578E-02    -0.911076547E-01
      3     0.239332075E+01     0.324909722E+01     0.327816141E+01     0.242739863E+01    -0.175983932E+00     0.288076446E-01
      4     0.184475653E+01     0.250826624E+01     0.243575351E+01     0.185923701E+01     0.257261442E-01    -0.104611800E+00
      5     0.149703409E+01     0.160379291E+01     0.146287942E+01     0.137059452E+01    -0.198031549E+00     0.143993883E+00
      6     0.803755674E+00     0.121922897E+01     0.124195850E+01     0.784016317E+00    -0.263951247E-01     0.555080322E-01
      7     0.531386612E+00     0.408936422E+00     0.377020642E+00     0.467608746E+00    -0.476564789E-01     0.654945855E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8299
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.906703183E+00     0.000000000E+00     0.000000000E+00
      1     0.219869893E+01     0.000000000E+00     0.000000000E+00     0.224945442E+01     0.000000000E+00     0.000000000E+00
      2     0.297681266E+01     0.403734745E+01     0.382274838E+01     0.287596377E+01    -0.288907316E-01    -0.596457706E-01
      3     0.252676294E+01     0.341050086E+01     0.343602973E+01     0.258197502E+01    -0.182402792E+00     0.189183283E-02
      4     0.192141715E+01     0.264267172E+01     0.255758099E+01     0.196670210E+01    -0.995965753E-02    -0.140825304E+00
      5     0.144026188E+01     0.165343077E+01     0.150870291E+01     0.137805805E+01    -0.106768794E+00     0.615116115E-02
      6     0.714465503E+00     0.114348287E+01     0.113239582E+01     0.745755824E+00     0.920572059E-01    -0.154192491E-01
      7     0.407801534E+00     0.358596708E+00     0.296577247E+00     0.395424320E+00     0.105815960E+00    -0.113622034E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8368
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.891863884E+00     0.000000000E+00     0.000000000E+00
      1     0.219425107E+01     0.000000000E+00     0.000000000E+00     0.222139232E+01     0.000000000E+00     0.000000000E+00
      2     0.298841725E+01     0.401589647E+01     0.379424013E+01     0.287554660E+01     0.334257208E-01    -0.315183082E-01
      3     0.257599049E+01     0.344011661E+01     0.344623097E+01     0.262352816E+01    -0.168723600E+00     0.159789650E-01
      4     0.203699355E+01     0.274313736E+01     0.263594079E+01     0.207855624E+01    -0.114776065E-01    -0.824706655E-01
      5     0.140658409E+01     0.172925241E+01     0.160751300E+01     0.144076582E+01    -0.123936559E+00    -0.123871060E+00
      6     0.709746195E+00     0.116984965E+01     0.107594307E+01     0.772382398E+00     0.115395744E+00    -0.127029203E+00
      7     0.347885750E+00     0.376121805E+00     0.234548119E+00     0.338758758E+00     0.703470652E-01    -0.108946922E+00
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8439
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.913068482E+00     0.000000000E+00     0.000000000E+00
      1     0.221773656E+01     0.000000000E+00     0.000000000E+00     0.227162211E+01     0.000000000E+00     0.000000000E+00
      2     0.299875157E+01     0.405947701E+01     0.385581940E+01     0.291554877E+01     0.519310630E-02    -0.938427227E-02
      3     0.257806272E+01     0.346429484E+01     0.348490686E+01     0.264216132E+01    -0.163584193E+00     0.410206146E-01
      4     0.203761989E+01     0.273001987E+01     0.264082695E+01     0.207362704E+01    -0.322692261E-02    -0.395656253E-01
      5     0.148476016E+01     0.174941910E+01     0.164173216E+01     0.146462810E+01    -0.214431380E+00     0.203295812E-01
      6     0.774048529E+00     0.119850300E+01     0.116883640E+01     0.803395018E+00    -0.269936828E-01    -0.292119889E-01
      7     0.422554709E+00     0.399524648E+00     0.320320620E+00     0.381224625E+00    -0.370635633E-01    -0.544640457E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8511
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.908587763E+00     0.000000000E+00     0.000000000E+00
      1     0.210505145E+01     0.000000000E+00     0.000000000E+00     0.217650235E+01     0.000000000E+00     0.000000000E+00
      2     0.287016414E+01     0.395877931E+01     0.373045951E+01     0.277162218E+01     0.169444020E-02    -0.772060239E-01
      3     0.235788473E+01     0.321655107E+01     0.325066894E+01     0.240938212E+01    -0.175245435E+00     0.311979348E-01
      4     0.182100130E+01     0.249094301E+01     0.242626842E+01     0.187368511E+01    -0.209085582E-02    -0.131696606E+00
      5     0.151226816E+01     0.161713313E+01     0.146042850E+01     0.140708813E+01    -0.183779611E+00     0.105643126E+00
      6     0.832700829E+00     0.127312780E+01     0.129511717E+01     0.844389811E+00    -0.456276652E-02     0.290714861E-01
      7     0.572463491E+00     0.455353506E+00     0.419769734E+00     0.536945786E+00    -0.370584358E-01     0.135247624E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8584
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.905355306E+00     0.000000000E+00     0.000000000E+00
      1     0.219088009E+01     0.000000000E+00     0.000000000E+00     0.224122138E+01     0.000000000E+00     0.000000000E+00
      2     0.295754076E+01     0.402727460E+01     0.381176379E+01     0.286262924E+01    -0.207202173E-01    -0.657368534E-01
      3     0.251440227E+01     0.339227082E+01     0.340794444E+01     0.256112139E+01    -0.188311181E+00     0.239473140E-02
      4     0.190500066E+01     0.262227668E+01     0.254122183E+01     0.194492018E+01    -0.171474623E-01    -0.141653723E+00
      5     0.143180219E+01     0.163371256E+01     0.149478403E+01     0.136790826E+01    -0.113412078E+00     0.161509269E-01
      6     0.704579370E+00     0.113447549E+01     0.113207124E+01     0.745708568E+00     0.879978120E-01    -0.661133429E-02
      7     0.420149883E+00     0.367044821E+00     0.290756341E+00     0.394317586E+00     0.817959547E-01    -0.119124385E-02
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8658
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999995E+00     0.000000000E+00     0.000000000E+00     0.907737324E+00     0.000000000E+00     0.000000000E+00
      1     0.224776693E+01     0.000000000E+00     0.000000000E+00     0.228603511E+01     0.000000000E+00     0.000000000E+00
      2     0.303629180E+01     0.407774455E+01     0.387660490E+01     0.294342150E+01    -0.873112627E-02    -0.267413944E-01
      3     0.264103634E+01     0.352943532E+01     0.354415161E+01     0.270043179E+01    -0.171633403E+00     0.144068828E-01
      4     0.204501377E+01     0.277677305E+01     0.268329863E+01     0.209515623E+01    -0.255638634E-01    -0.977106029E-01
      5     0.145538991E+01     0.175419504E+01     0.162581574E+01     0.144703681E+01    -0.118861150E+00    -0.458664086E-01
      6     0.721525614E+00     0.115605518E+01     0.110713418E+01     0.768299559E+00     0.901096019E-01    -0.499352317E-01
      7     0.376600186E+00     0.377867430E+00     0.273905092E+00     0.347824470E+00     0.913208397E-01    -0.537718053E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8734
#     l     alpha1            alpha2            alpha3            alpha4             beta1            beta2
      0     0.999999996E+00     0.000000000E+00     0.000000000E+00     0.910662139E+00     0.000000000E+00     0.000000000E+00
      1     0.222712233E+01     0.000000000E+00     0.000000000E+00     0.227810780E+01     0.000000000E+00     0.000000000E+00
      2     0.300848444E+01     0.406650390E+01     0.385962791E+01     0.291553439E+01     0.229667693E-03    -0.127178673E-01
      3     0.258682233E+01     0.347409673E+01     0.349742440E+01     0.264351760E+01    -0.162356120E+00     0.381503108E-01
      4     0.200916273E+01     0.271596625E+01     0.263241795E+01     0.205238831E+01     0.110767457E-01    -0.420142891E-01
      5     0.150566920E+01     0.174691676E+01     0.161661117E+01     0.146006081E+01    -0.220355132E+00     0.314092169E-01
      6     0.772657574E+00     0.120284894E+01     0.118069944E+01     0.796087086E+00    -0.302235892E-01    -0.250510086E-01
      7     0.450039169E+00     0.408933453E+00     0.327178163E+00     0.395040384E+00    -0.333940344E-01    -0.534028181E-01
      8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
# lambda =      0.8811
